key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
rayyan-804154389,"Effectiveness of durvalumab versus chemotherapy in metastatic urothelial cancer: an observational, indirect comparison.",2020,2,,Journal of comparative effectiveness research,2042-6313 (Electronic),9,3,191-199,Nordstrom BL and Oguz M and Chu BC and Ouwens M and Arkenau HT and Klein AB,https://pubmed.ncbi.nlm.nih.gov/31916448/,eng,,England,"Aim: To compare the overall survival of patients with metastatic urothelial carcinoma (mUC) who failed platinum-based chemotherapy and received durvalumab or chemotherapy. Patients & methods: In an indirect comparison of patients with mUC who failed platinum-based chemotherapy, those who received durvalumab in a single-arm study were matched to patients from the Flatiron oncology electronic medical record database who received chemotherapy (n = 158 for each cohort). Matching was based on propensity scores. Kaplan-Meier methods and Cox regression models were utilized. Results: Median overall survival was 11.2 months (95% CI: 7.2-16.9) for durvalumab versus 8.2 months (95% CI: 6.7-9.8) for chemotherapy (hazard ratio: 0.63; 95% CI: 0.48-0.84). Conclusion: As a second-line therapy for mUC, durvalumab was associated with longer overall survival than chemotherapy.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no_paitc",31916448,
rayyan-804154391,Comparative effectiveness of nivolumab versus clinical practice for advanced gastric or gastroesophageal junction cancer.,2020,1,,Journal of comparative effectiveness research,2042-6313 (Electronic),9,2,103-114,Chau I and Ayers D and Goring S and Cope S and Korytowsky B and Abraham P,https://pubmed.ncbi.nlm.nih.gov/31872771/,eng,,England,"Aim: To determine the effectiveness of nivolumab compared with routine clinical practice (RCP) for patients with gastric or gastroesophageal cancer refractory to, or intolerant of, two or more previous regimens, using real-world electronic patient records from a US population, a single-arm trial (CheckMate 032) and a randomized controlled trial in an Asian setting (ATTRACTION-2). Materials & methods: A simulated treatment comparison was conducted to predict overall survival for patients treated with nivolumab compared with RCP in the USA. Results: Results of the indirect simulated treatment comparison suggest that nivolumab is associated with a 50% reduction in the risk of all-cause mortality relative to RCP (Hazard ratio: 0.50; 95% CI: 0.36, 0.68). Conclusion: The survival benefit of nivolumab may extend more generally to the USA.","RAYYAN-INCLUSION: {""Max""=>""Included""}",31872771,
rayyan-804154392,Abiraterone acetate and docetaxel with androgen deprivation therapy in high-volume metastatic hormone-sensitive prostate cancer in China: an indirect treatment comparison and cost analysis.,2019,,,Cost effectiveness and resource allocation : C/E,1478-7547 (Print),17,,27,Hu X and Qu S and Yao X and Li C and Liu Y and Wang J,https://pubmed.ncbi.nlm.nih.gov/31871432/,eng,,,"BACKGROUND: To conduct an indirect treatment comparison of patients with high-volume mHSPC and a cost analysis between Abi-ADT and Doc-ADT therapies in China. METHODS: The Bucher technique for indirect treatment comparison was used. A cost analysis was conducted from both healthcare and patient perspectives. RESULTS: The indirect treatment comparison demonstrated no significant difference in PFS for Abi-ADT versus Doc-ADT (HR: 0.84, 95% CI 0.66-1.07). Doc-ADT therapy costs less than Abi-ADT, with potential savings of up to RMB 887,057 per patient from the healthcare perspective and RMB 226,210 per patient from the patient perspective. CONCLUSIONS: No significant differences in PFS between Doc-ADT and Abi-ADT therapy for patients with high-volume mHSPC. Doc-ADT therapy is a cost-saving alternative to Abi-ADT in China.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no_paitc",31871432,PMC6911273
rayyan-804154394,Treatment of Atrial Fibrillation Using Ablation Index-Guided Contact Force Ablation: A Matching-Adjusted Indirect Comparison to Cryoballoon Ablation.,2020,2,,Advances in therapy,1865-8652 (Electronic),37,2,785-799,Hussein A and Gupta D and De Potter T and Spin P and Eaton K and Goldstein L and Velleca M and Costa G and Grima D and Patel L and Stabile G,https://pubmed.ncbi.nlm.nih.gov/31865547/,eng,,,"INTRODUCTION: Ablation Index, also known as VISITAG SURPOINT™, is a novel lesion-quality marker that improves outcomes in radiofrequency (RF) catheter ablation of atrial fibrillation (AF). There is no direct evidence on the comparative effectiveness of RF ablation with Ablation Index and cryoballoon (CB). The objective of the present study was to conduct a matching-adjusted indirect comparison (MAIC) using individual patient-level data (IPD) to compare the effectiveness of RF ablation with Ablation Index to that of CB on recurrence of atrial arrhythmias 12 months after catheter ablation in patients with paroxysmal AF (PAF). METHODS: Individual patient-level data for RF ablation with Ablation Index were obtained from two studies: Solimene et al. [J Interv Card Electrophysiol 54(1):9-15, 2019] and Hussein et al. [J Cardiovasc Electrophysiol 28(9):1037-1047, 2017]. Comparable CB studies identified from a systematic literature review were pooled. Prognostic variables for adjustment were ranked a priori by several practicing electrophysiologists. In the absence of a common treatment arm between the Ablation Index and CB studies, an unanchored MAIC was conducted. Primary analysis compared the Solimene et al. study to pooled CB studies. A secondary analysis compared pooled RF ablation with Ablation Index studies to pooled CB studies. Several scenario and sensitivity analyses were conducted. RESULTS: Primary analyses showed statistically significant reductions in the rate of arrhythmia recurrence with RF ablation with Ablation Index compared to CB in unmatched, unadjusted (HR 0.50, 95% CI 0.27-0.95) and matched (0.42, 0.21-0.86) analyses. Greater reductions in the rate of arrhythmia recurrence that favored RF ablation with Ablation Index were observed after matching and adjusting for age (0.41, 0.20-0.85), age and left ventricular ejection fraction (0.37, 0.16-0.88), and age, sex, and left ventricular ejection fraction (0.30, 0.13-0.71). Secondary and sensitivity analyses showed similar reductions. CONCLUSIONS: Radiofrequency ablation with Ablation Index was associated with reductions in recurrence of atrial arrhythmias at 12 months compared to CB in unmatched and unadjusted, matched, and matched and adjusted comparisons.","RAYYAN-INCLUSION: {""Max""=>""Included""}",31865547,PMC7004430
rayyan-804154395,Efficacy of antimalarial drugs for treatment of uncomplicated falciparum malaria in Asian region: A network meta-analysis.,2019,,,PloS one,1932-6203 (Electronic),14,12,e0225882,Naing C and Whittaker MA and Htet NH and Aye SN and Mak JW,https://pubmed.ncbi.nlm.nih.gov/31856172/,eng,,,"BACKGROUND: The WHO recommends artemisinin-based combination therapies (ACTs) for the treatment of uncomplicated falciparum malaria. Hence, monitoring the efficacy of antimalarial drugs is a key component of malaria control and elimination. The published randomized trials that assessed comparisons of ACTs for treating uncomplicated falciparum malaria reported conflicting results in treatment efficacy. A network meta-analysis is an extension of pairwise meta-analysis that can synthesize evidence simultaneously from both direct and indirect treatment comparisons. The objective was to synthesize evidence on the comparative efficacy of antimalarial drugs for treatment of uncomplicated falciparum malaria in Asian region. METHODS: Relevant randomized trials that assessed efficacy of antimalarial drugs for patients having uncomplicated falciparum malaria in Asian region were searched in health-related databases. We evaluated the methodological quality of the included studies with the Cochrane risk of bias tool. Main outcome was treatment success at day 28 as determined by the absence of parasiteamia. We performed network meta-analysis of the interventions in the trials, and assessed the overall quality of evidence using the GRADE approach. RESULTS: Seventeen randomized trials (n = 5043) were included in this network meta-analysis study. A network geometry was formed with 14 antimalarial treatment options such as artemether-lumefantrine (AL), artemisinin-piperaquine, artesunate-amodiaquine, artesunate-mefloquine (ASMQ), artesunate-chloroquine, artesunate-mefloquine home treatment, artesunate-mefloquine 2-day course, artesunate plus sulfadoxine-pyrimethamine, chloroquine, dihydroartemisinin-piperaquine (DHP), dihydroartemisinin-piperaquine home treatment, dihydroartemisinin-piperaquine 4-day course, dihydroartemisinin-piperaquine and added artesunate, sulfadoxine-pyrimethamine. A maximum number of trials included was DHP compared to ASMQ (n = 5). In general, DHP had better efficacy than AL at day 28 (DHP vs AL: OR 2.5, 95%CI:1.08-5.8). There is low certainty evidence due to limited number of studies and small trials. DISCUSSION/ CONCLUSIONS: The findings suggest the superiority of DHP (3-day course) to AL and other comparator ACTs are with the overall low/very low quality of evidence judgements. Moreover, one drug regimen is better than another is only if current drug-resistance patterns are at play. For example, the AL might be better than DHP in areas where both artemisinin and piperaquine resistance patterns are prevalent. For substantiation, well-designed larger trials from endemic countries are needed. In the light of benefit versus harm concept, future analysis with safety information is recommended.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: no_paitc",31856172,PMC6922314
rayyan-804154397,Response to Letter to the Editor Regarding: Indirect Treatment Comparison of Inotuzumab Ozogamicin versus Blinatumomab for Relapsed or Refractory Acute Lymphoblastic Leukemia.,2020,2,,Advances in therapy,1865-8652 (Electronic),37,2,958-962,Proskorovsky I and Vandendries E and Pagé V and Cappelleri JC and Stelljes M,https://pubmed.ncbi.nlm.nih.gov/31838711/,eng,,,,"RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not_original_article",31838711,PMC7004421
rayyan-804154398,"Letter to the Editor Regarding: Indirect Treatment Comparison of Inotuzumab Ozogamicin Versus Blinatumomab for Relapsed or Refractory Acute Lymphoblastic Leukemia, Proskorovsky et al. Adv Ther (2019);36(8):2147-2160. doi:10.1007/s12325-019-00991-w.",2020,2,,Advances in therapy,1865-8652 (Electronic),37,2,955-957,Song J and Gao W and Xie J and Tiwana S,https://pubmed.ncbi.nlm.nih.gov/31838710/,eng,,,,"RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not_original_article",31838710,PMC6999160
rayyan-804154399,Safety and efficacy of non-vitamin K antagonist oral anticoagulants in elderly patients with atrial fibrillation: systematic review and meta-analysis of 22 studies and 440 281 patients.,2021,4,9,European heart journal. Cardiovascular pharmacotherapy,2055-6845 (Electronic),7,,f20-f29,Silverio A and Di Maio M and Prota C and De Angelis E and Radano I and Citro R and Carrizzo A and Ciccarelli M and Vecchione C and Capodanno D and Galasso G,https://pubmed.ncbi.nlm.nih.gov/31830264/,eng,,England,"AIMS: The aim of the present meta-analysis was to evaluate the efficacy and safety of non-vitamin K oral antagonists (NOACs) vs. vitamin K antagonists (VKAs) in elderly patients with atrial fibrillation (AF) and indirectly compare NOACs in this population. METHODS AND RESULTS: MEDLINE, Cochrane, ISI Web of Sciences, and SCOPUS were searched for randomized or adjusted observational studies comparing NOACs vs. VKAs for stroke prevention in AF patients ≥75 years. The primary efficacy and safety outcomes of this meta-analysis were the composite of stroke and systemic embolism (SSE) and major bleedings, respectively. Other secondary outcomes were also analysed. The analysis included 22 studies enrolling 440 281 AF patients ≥ 75 years. The risk of SSE was significantly lower with NOACs vs. VKAs [hazard ratio (HR) 0.79; 95% confidence interval (CI) 0.70-0.89], whereas no differences were found for major bleedings (HR 0.94; 95% CI 0.85-1.05). NOACs reduced the risk of intracranial bleeding (HR 0.46; 95% CI 0.38-0.58), haemorrhagic stroke (HR 0.61; 95% CI 0.48-0.79) and fatal bleeding (HR 0.46; 95% CI 0.30-0.72) but increased gastrointestinal (GI) bleedings (HR 1.46; 95% CI 1.30-1.65), compared to VKAs. The adjusted indirect comparison showed no significant differences in term of SSE between NOAC agents. Conversely, the risk of major bleeding was higher for rivaroxaban vs. apixaban (HR 1.69; 95% CI 1.39-2.08) and edoxaban (HR 1.37; 95% CI 1.14-1.67), and for dabigatran vs. apixaban (HR 1.47; 95% CI 1.18-1.85). CONCLUSION: In elderly patients with AF, NOACs are associated to a lower risk of SSE, intracranial bleeding, haemorrhagic stroke and fatal bleeding than VKAs, but increase GI bleedings. In this analysis, the safety profile of individual NOAC agents was significantly different.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-LABELS: to_read | RAYYAN-EXCLUSION-REASONS: no_paitc,methodological | USER-NOTES: {""Max""=>[""Would probably be an interesting article to cite in the introduction, and would probably be necessary to adapt the extraction extraction list to their recommendations.""]}",31830264,
rayyan-804154401,Matching-Adjusted Indirect Comparison of Health-Related Quality of Life and Adverse Events of Apalutamide Versus Enzalutamide in Non-Metastatic Castration-Resistant Prostate Cancer.,2020,1,,Advances in therapy,1865-8652 (Electronic),37,1,512-526,Chowdhury S and Oudard S and Uemura H and Joniau S and Pilon D and Lefebvre P and McQuarrie K and Liu J and Dearden L and Sermon J and Van Sanden S and Diels J and Hadaschik BA,https://pubmed.ncbi.nlm.nih.gov/31813087/,eng,,United States,"INTRODUCTION: The present study aimed to indirectly compare apalutamide and enzalutamide with respect to tolerability and health-related quality of life (HRQoL) among men with non-metastatic castration-resistant prostate cancer (nmCRPC). METHODS: Patient-level data from the SPARTAN study [apalutamide + androgen deprivation therapy (ADT) versus placebo + ADT] and aggregate published data from the PROSPER study (enzalutamide + ADT versus placebo + ADT) were used. Anchored matching-adjusted indirect comparison (MAIC) was conducted by weighting patients' baseline characteristics from SPARTAN to match aggregated baseline characteristics in PROSPER. Odds ratios (ORs) of reported adverse events (AEs) and baseline-to-follow-up least squares mean differences in HRQoL [measured with Functional Assessment of Cancer Therapy-Prostate (FACT-P) score] with 95% credible intervals were re-estimated for SPARTAN arms using weighted population and indirectly compared with those in PROSPER through a Bayesian framework. Events of special interest included fatigue, hot flush, nausea, diarrhea, hypertension, falls, dizziness, decreased appetite, arthralgia, asthenia and headache. In addition, any AEs and serious AEs were explored. RESULTS: Of 1207 SPARTAN patients, 1171 were matched to 1401 PROSPER patients. Relative to enzalutamide, apalutamide demonstrated better tolerability as evidenced by the highest probability of reduced occurrence of fatigue [p(OR < 1) = 99.5%], hypertension [p(OR < 1) = 99.2%], decreased appetite [p(OR < 1) = 98.3%], fall [p(OR < 1) = 90.3%], headaches [p(OR < 1) = 86.7%], and nausea [p(OR < 1) = 80.0%]. The probabilities of reduced occurrence of any AEs and SAEs with apalutamide versus enzalutamide were 66.9% and 90.9%, respectively. Relative to enzalutamide, apalutamide treatment was associated with a higher probability of a better HRQoL based on the FACT-P total score [p(diff > 0) = 73.1%]. The probability of a better HRQoL with apalutamide versus enzalutamide was highest for the physical [p(diff > 0) = 97.3%] and functional [p(diff > 0) = 86.7%] wellbeing subscales, and the pain-related subscale [p(diff > 0) = 90.1%]. CONCLUSION: Anchored MAIC suggests that treatment of men with nmCRPC with apalutamide is associated with a higher probability of better tolerability due to fewer AEs and better HRQoL than enzalutamide.","RAYYAN-INCLUSION: {""Max""=>""Included""}",31813087,
rayyan-804154402,Matching-Adjusted Indirect Comparison of the Efficacy of Apalutamide and Enzalutamide with ADT in the Treatment of Non-Metastatic Castration-Resistant Prostate Cancer.,2020,1,,Advances in therapy,1865-8652 (Electronic),37,1,501-511,Chowdhury S and Oudard S and Uemura H and Joniau S and Pilon D and Ladouceur M and Behl AS and Liu J and Dearden L and Sermon J and Van Sanden S and Diels J and Hadaschik BA,https://pubmed.ncbi.nlm.nih.gov/31813086/,eng,,,"INTRODUCTION: Apalutamide and enzalutamide are next-generation androgen receptor inhibitors that demonstrated efficacy in placebo-controlled studies (SPARTAN for apalutamide; PROSPER for enzalutamide) when used in combination with androgen deprivation therapy (ADT) for treatment of non-metastatic castration-resistant prostate cancer (nmCRPC). In the absence of comparative studies between these agents, the present study sought to indirectly compare metastasis-free survival (MFS) and overall survival (OS) in patients with nmCRPC who received these therapies. METHODS: Individual patient-level data from SPARTAN (apalutamide plus ADT) and published data from PROSPER (enzalutamide plus ADT) were utilized. An anchored matching-adjusted indirect comparison (MAIC) was conducted by weighting the patients from the SPARTAN study to match baseline characteristics reported for PROSPER. Hazard ratios (HRs) for MFS and OS were re-estimated for SPARTAN using weighted Cox proportional hazards models and indirectly compared with those of PROSPER using a Bayesian network meta-analysis. RESULTS: From the SPARTAN population (N = 1207), a total of 1171 patients were matched to the PROSPER population (N = 1401). The recalculated HRs (95% confidence interval) for apalutamide versus ADT based on the reweighted SPARTAN data to mimic the PROSPER patient population were 0.26 (0.21; 0.33) for MFS and 0.62 (0.41; 0.94) for OS. MAIC-based HRs (95% credible interval) for apalutamide versus enzalutamide were 0.91 (0.68; 1.22) for MFS and 0.77 (0.46; 1.30) for OS. The Bayesian probabilities of apalutamide being more effective than enzalutamide were 73.6% for MFS and 83.5% for OS. CONCLUSIONS: MAIC results suggest that nmCRPC patients treated with apalutamide have a higher probability of a more favorable MFS and OS compared with those treated with enzalutamide.","RAYYAN-INCLUSION: {""Max""=>""Included""}",31813086,PMC6979453
rayyan-804154404,A criterion-based approach to systematic and transparent comparative effectiveness: a case study in psoriatic arthritis.,2019,11,,Journal of comparative effectiveness research,2042-6313 (Electronic),8,15,1265-1298,Tremblay G and Westley T and Forsythe A and Pelletier C and Briggs A,https://pubmed.ncbi.nlm.nih.gov/31774340/,eng,,England,"Aim: Indirect treatment comparisons are used when no direct comparison is available. Comparison networks should satisfy the transitivity assumption, that is, equal likelihood of treatment assignment for a given patient based on comparability of studies. Materials & methods: Seven criteria were evaluated across 18 randomized controlled trials in psoriatic arthritis: inclusion/exclusion criteria, clinical trial design and follow-up, patient-level baseline characteristics, disease severity, prior therapies, concomitant and extended-trial treatment and placebo response differences. Results: Across studies, placebo was a common comparator, and key efficacy end points were reported. Collectively, several potential sources of insufficient transitivity were identified, most often related to trial design and population differences. Conclusion: Potential challenges in satisfying transitivity occur frequently and should be evaluated thoroughly.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong_topic",31774340,
rayyan-804154405,Evaluating the clinical effectiveness of autologous haematopoietic stem cell transplantation versus disease-modifying therapy in multiple sclerosis using a matching-adjusted indirect comparison: an exploratory study from the Autoimmune Diseases Working Party (ADWP) of the European Society of Bone and Marrow Transplantation (EBMT).,2020,7,,Bone marrow transplantation,1476-5365 (Electronic),55,7,1473-1475,Tappenden P and Wang Y and Sharrack B and Burman J and Kazmi M and Saccardi R and Bermejo I and Harvey R and Badoglio M and Farge D and Snowden JA,https://pubmed.ncbi.nlm.nih.gov/31745252/,eng,,England,,"RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-LABELS: FULL_ARTICLE | RAYYAN-EXCLUSION-REASONS: not_original_article | USER-NOTES: {""Max""=>[""They do a MAIC, and present some methods and results, so technically could be included even though it's not an original article""]}",31745252,
rayyan-804154406,Critical Points on the Use of Biologicals in Allergic Diseases and Asthma.,2020,1,,"Allergy, asthma & immunology research",2092-7355 (Print),12,1,24-41,Agache I and Cojanu C and Laculiceanu A and Rogozea L,https://pubmed.ncbi.nlm.nih.gov/31743962/,eng,,,"Improved understanding of the contribution of immune-inflammatory mechanisms in allergic diseases and asthma has encouraged development of biologicals and small molecules specifically targeting the innate and adaptive immune response. There are several critical points impacting the efficacy of this stratified approach, from the complexity of disease endotypes to the effectiveness in real-world settings. We discuss here how these barriers can be overcome to facilitate the development of implementation science for allergic diseases and asthma.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong_topic",31743962,PMC6875478
rayyan-804154408,"First records of the genera Neocylloepus and Pilielmis (Coleoptera: Elmidae: Elminae) from Venezuela, with the description of Pilielmis shepardi sp. nov.",2019,10,22,Zootaxa,1175-5334 (Electronic),4688,2,zootaxa.4688.2.8,Polizei TTS and Barclay MVL,https://pubmed.ncbi.nlm.nih.gov/31719453/,eng,,New Zealand,"Neocylloepus Brown, 1970 and Pilielmis Hinton, 1971 are Neotropical genera of riffle beetles, mainly distributed in Central America and the north of South America. These genera are here reported for the first time from Venezuela, and a new species, Pilielmis shepardi sp. nov. is described and illustrated. The type material is housed in Museu de Zoologia da Universidade de São Paulo, São Paulo, Brazil (MZSP), Natural History Museum, London, UK (BMNH), Museo del Instituto de Zoología Agrícola, Maracay, Venezuela (MIZA), Michael A. Ivie Collection, Bozeman, Montana, USA (MAIC), and National Museum of Natural History, Smithsonian Institution, Washington DC, USA (USNM).","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong_topic",31719453,
rayyan-804154409,Matching-adjusted Indirect Comparisons of the Efficacy and Safety of Acalabrutinib Versus Other Targeted Therapies in Relapsed/Refractory Mantle Cell Lymphoma.,2019,11,,Clinical therapeutics,1879-114X (Electronic),41,11,2357-2379.e1,Telford C and Kabadi SM and Abhyankar S and Song J and Signorovitch J and Zhao J and Yao Z,https://pubmed.ncbi.nlm.nih.gov/31699438/,eng,,United States,"PURPOSE: Mantle cell lymphoma (MCL) is a rare subtype of B-cell non-Hodgkin lymphoma that can be either aggressive or indolent. Although MCL usually responds well to initial treatment with chemotherapy-based regimens, the disease often relapses or becomes refractory within a few years. Acalabrutinib is a highly selective, potent, covalent Bruton tyrosine kinase inhibitor with minimal off-target activity. WIthout head-to-head clinical trial data, estimation of the comparative efficacy and safety of new therapeutic entities provides valuable information for patients, clinicians, and health care payers. The objective of this analysis was to compare the efficacy and safety of acalabrutinib versus other targeted therapies employed for the treatment of relapsed/refractory MCL by using matching-adjusted indirect comparisons. METHODS: Individual data from 124 patients treated with acalabrutinib in the Phase II ACE-LY-004 trial were adjusted to match average baseline characteristics of populations from studies using alternative targeted treatment regimens for relapsed/refractory MCL (for monotherapy: ibrutinib, bortezomib, lenalidomide, and temsirolimus; for combination therapies: ibrutinib + rituximab, bendamustine + rituximab, and lenalidomide + rituximab). Patient populations were matched on age, sex, race, Eastern Cooperative Oncology Group performance status, Simplified MCL International Prognostic Index score, tumor bulk, lactate dehydrogenase concentration, extranodal disease, bone marrow involvement, and number of previous treatment regimens. Outcomes assessed included overall response rate (ORR), complete response (CR) rate, overall survival (OS), progression-free survival (PFS), and adverse events. FINDINGS: After matching, acalabrutinib was associated with significant increases in ORR and CR rate (estimated treatment difference [95% CI]) versus ibrutinib (ORR, 9.3% [0.3-18.3]; CR, 14.9% [5.4-24.3]), bortezomib (ORR, 50.6% [40.2-61.0]; CR, 18.8% [9.1-28.5]), lenalidomide (ORR, 38.1% [27.1-49.1]; CR, 43.5% [34.8-52.3]), and temsirolimus (ORR, 40.7% [31.0-50.4]; CR, 27.1% [19.2-35.0]). PFS (hazard ratio [95% CI]) with acalabrutinib was significantly increased versus bortezomib (0.36 [0.26-0.51]), lenalidomide (0.65 [0.48-0.89]), lenalidomide + rituximab (0.57 [0.35-0.93]), and temsirolimus (0.33 [0.24-0.45]). Acalabrutinib was associated with significantly increased OS (hazard ratio) versus bortezomib (0.36 [0.22-0.61]) and temsirolimus (0.32 [0.23-0.44]). The overall safety profile of acalabrutinib was similar or better compared with the monotherapies; however, infection risk increased versus bendamustine + rituximab, and anemia increased risk versus lenalidomide + rituximab and ibrutinib + rituximab. IMPLICATIONS: This comparison of targeted therapies used in the treatment of relapsed/refractory MCL showed that acalabrutinib has the potential to provide increased response rates, with trends for increased PFS and OS, and an improved safety profile.","RAYYAN-INCLUSION: {""Max""=>""Included""}",31699438,
rayyan-804154411,"The effects of different schedules of bortezomib, melphalan, and prednisone for patients with newly diagnosed multiple myeloma who are transplant ineligible: a matching-adjusted indirect comparison.",2020,3,,Leukemia & lymphoma,1029-2403 (Electronic),61,3,680-690,Mateos MV and San-Miguel J and Goldschmidt H and Sonneveld P and Dimopoulos MA and Heeg B and Hashim M and Deraedt W and Hu P and Lam A and He J,https://pubmed.ncbi.nlm.nih.gov/31686561/,eng,,United States,"For patients with newly diagnosed multiple myeloma (NDMM) who are transplant ineligible, bortezomib-melphalan-prednisone (VMP) demonstrated superior efficacy based on the VISTA trial. In subsequent trials, twice-weekly bortezomib was limited to the first cycle or completely replaced with once-weekly bortezomib to reduce toxicity. Following a systematic literature review, the efficacy and safety of modified VMP schedules (pooled data from the once-weekly bortezomib VMP arm of the GIMEMA trial and the VMP arm of the ALCYONE trial) were compared to the VISTA schedule using naïve and unanchored matching-adjusted indirect comparison (MAIC). Median progression-free survival was similar between VISTA and modified VMP (20.7 months [95% CI, 18.4-24.3] vs 19.6 months [95% CI, 18.8-21.0]). Peripheral neuropathy was significantly reduced with modified VMP versus VISTA VMP (all grades: naïve, 32.1% vs 46.8% and MAIC, 32.1% vs 46.7%; both p < .0001). These findings support a modified VMP dosing schedule for patients with NDMM who are transplant ineligible.","RAYYAN-INCLUSION: {""Max""=>""Included""}",31686561,
rayyan-804154412,"A matching-adjusted indirect treatment comparison (MAIC) of daratumumab-bortezomib-melphalan-prednisone (D-VMP) versus lenalidomide-dexamethasone continuous (Rd continuous), lenalidomide-dexamethasone 18 months (Rd 18), and melphalan-prednisone-thalidomide (MPT).",2020,3,,Leukemia & lymphoma,1029-2403 (Electronic),61,3,714-720,Dimopoulos MA and Cavo M and Mateos MV and Facon T and Heeg B and van Beekhuizen S and Gebregergish SB and Nair S and Pisini M and Lam A and Slavcev M,https://pubmed.ncbi.nlm.nih.gov/31686559/,eng,,United States,"D-VMP is a novel treatment for transplant-ineligible newly diagnosed multiple myeloma (TIE NDMM). D-VMP significantly prolonged PFS versus VMP in the ALCYONE trial. The FIRST trial investigated Rd given in 28-day cycles until disease progression, Rd for 18 cycles, and MPT for 12 cycles for TIE NDMM. As no randomized controlled trials comparing D-VMP to standard-of-care regimens such as those in FIRST are available, an MAIC was performed to assess relative OS and PFS for D-VMP from ALYCONE and Rd continuous, Rd 18, and MPT from FIRST. Individual patient data for D-VMP in ALCYONE were weighted to match aggregated baseline patient characteristics for each arm of FIRST. D-VMP significantly improved OS versus MPT and Rd 18, with a trend favoring D-VMP versus Rd continuous. D-VMP performed significantly better than all FIRST comparators for PFS. This MAIC demonstrates OS and PFS benefits for D-VMP versus Rd continuous, Rd 18, and MPT.","RAYYAN-INCLUSION: {""Max""=>""Included""}",31686559,
rayyan-804154414,Cost-Effectiveness Analysis of Apixaban Versus Edoxaban in Patients with Atrial Fibrillation for Stroke Prevention.,2020,9,,PharmacoEconomics - open,2509-4254 (Electronic),4,3,485-497,Oyagüez I and Suárez C and López-Sendón JL and González-Juanatey JR and de Andrés-Nogales F and Suárez J and Polanco C and Soto J,https://pubmed.ncbi.nlm.nih.gov/31673882/,eng,,,"OBJECTIVE: Our objective was to assess the cost effectiveness of apixaban versus edoxaban in the prevention of stroke and systemic embolism (SE) in patients with atrial fibrillation (AF) in Spain. METHODS: We customized a Markov model with ten health states to estimate the lifetime economic and clinical outcomes in 6-week cycles. The efficacy (clinical event rates per 100 patient-years) and safety data were derived from a pairwise indirect treatment comparison. The analysis was conducted from both the national health service (NHS) and societal perspectives, and included pharmaceutical costs (retail price plus value-added tax (VAT) and applicable national deductions) according to daily dosages (apixaban 10 mg (5 mg twice daily (bid)) and edoxaban 60 or 30 mg) and complications and disease-management costs, obtained from national databases. Utilities for quality-adjusted life-year (QALY) calculations reflected EuroQoL 5-Dimension scores in patients with AF. An annual discount rate of 3% was applied for costs (€, year 2019 values) and outcomes. RESULTS: In a 1000-patient cohort, apixaban 5 mg bid versus edoxaban 60 mg could avoid five strokes, six major bleedings and 29 clinically relevant non-major bleedings (CRNMBs). Compared with edoxaban 30 mg, apixaban could avoid 21 strokes and two SEs. An increase in bleedings was observed with apixaban (seven haemorrhagic strokes, 48 major bleedings and 17 CRNMBs). Apixaban yielded 0.04 additional QALYs compared with edoxaban 60 mg or 30 mg. Incremental costs/QALY were €9639.33 and €354.22 for apixaban versus edoxaban 60 mg and edoxaban 30 mg, respectively, from the NHS perspective and €7756.62 for apixaban versus edoxaban 60 mg from the societal perspective. Apixaban was dominant versus edoxaban 30 mg from the societal perspective. Sensitivity analyses confirmed the robustness of the model. CONCLUSIONS: This study suggests that apixaban 5 mg bid is a cost-effective alternative to edoxaban for stroke prevention in the AF population in Spain.","RAYYAN-INCLUSION: {""Max""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong_topic",31673882,PMC7426339
