Edit URL,Timestamp,itc_number,DOI of the article,Initials of the reviewer filling the form ,Medical Condition of Interest Name,Countries of first author affiliations,Countries of last author affiliations,"Positions of study investigators (for any authors of the article, any that applies)","At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company",Mentioned sources of funding,"Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article",Mention of a systematic review to find the studies to compare treatments of interest,study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),Treatment name 1,Study 'number(s)' for treatment 1,Treatment name 2 ,Study 'number(s)' for treatment 2,Type of population-adjusted indirect comparisons performed,Anchored comparison?,Form of the indirect comparison,Definition of a single primary outcome for the indirect comparison,Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined),Primary outcome: variable type,Justification for selecting variables to be included in the adjustment model (in the main text),Inclusion of prognostic factors in the adjustment/matching model,Inclusion of treatment-effect modifiers in the adjustment/matching model,"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)",Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale),Sample size of the population of interest in the non IPD treatment arm ,"If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm",Initial sample size of the population of interest in the IPD treatment arm,"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC","If anchored comparison, initial sample size of the population of interest in the IPD anchor arm","If anchored comparison, effective sample size after reweighting for MAIC; or sample size used in the regression model for STC in the IPD anchor arm",Reporting of a weights' distribution evaluation (MAIC),Reporting of the list of the covariates adjusted for/matched on,Number of covariates adjusted for/matched on,Covariates adjusted for/matched on in the indirect comparison,Primary outcome: treatment effect contrast,Direction of the treatment effect contrast: IPD treatment is:,Primary outcome: unadjusted treatment effect,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",Primary outcome: adjusted treatment effect,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",Notes,Original Timestamp
,27/07/2022 12:18:44,1,10.1016/j.msard.2021.102972,ASL,Multiple sclerosis,USA,USA,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT02047734,,,International,3,2 or more,2,Yes,Yes,NCT02294058,,,International,3,2 or more,3,No,Yes,NCT02792218,,,International,3,2 or more,4,No,Yes,NCT02792231,,,International,3,2 or more,6,No,Yes,NCT02425644,,,International,3,2 or more,ozanimod,1.2,teriflunomide,3;4;5;6;7;8,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",annualized relapse rate,Binary (eg rates),"A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,Yes,No,2290,NA,880,663.53,NA,NA,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported",Yes,8,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest, Other(s)",Rate difference,"Numerator if ratio, or left side if difference",NA,NA,0.73,0.62;0.84,"Say they provide unadjusted ITC, but they are nowhere to be found
Distinguish between prognostic factors and treatment effect modifiers",27/07/2022 11:31:17
,27/07/2022 12:19:48,2,10.1016/j.msard.2021.102972,ASL,,,,,,,,,5,No,Yes,NCT00751881,,,International,3,2 or more,7,No,Yes,NCT00134563,,,International,3,2 or more,8,No,Yes,NCT00883337,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/07/2022 12:18:44
,27/07/2022 15:07:52,1,10.1080/10428194.2021.1913144,ASL,Chronic lymphocytic leukemia,USA,UK,"Academic, Pharmaceutical Industry / Medical device company",Not mentioned,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT02475681,,,International,3,2 or more,2,No,Yes,NCT01722487,,,International,3,2 or more,3,No,Yes,NCT02264574,,,International,3,2 or more,4,No,Yes,NCT02242942,,,International,3,2 or more,,,,,,,,,,acalabrutinib,1,ibrutinib,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Progression Free Survival,Time-to-event,A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,136,NA,126,59,NA,NA,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported",Yes,12,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Comorbidities and medical history (beside pathology/disease of interest in the comparison), Other(s)",HR,"Numerator if ratio, or left side if difference",NA,NA,0.61,0.3,"Show safety outcomes in the abstract first, maybe because there are statistical significant differences between treatment arms, whereas there are none in the efficacy outcomes. But doesn't show safety outcome first ni the body 
The fact that the included variables are prognostic factors is somewhat implied, but doesn't say it explicitely",27/07/2022 14:08:00
,27/07/2022 15:10:28,2,10.1080/10428194.2021.1913144,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acalabrutinib,1,ibrutinib,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Progression Free Survival,Time-to-event,A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,136,NA,136,79,NA,NA,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported",Yes,12,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Comorbidities and medical history (beside pathology/disease of interest in the comparison), Other(s)",HR,"Numerator if ratio, or left side if difference",NA,NA,0.92,0.83,,27/07/2022 15:07:52
,27/07/2022 15:12:40,3,10.1080/10428194.2021.1913144,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acalabrutinib + obinutuzumab,1,ibrutinib + obinutuzumab,3,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Progression Free Survival,Time-to-event,A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,97,NA,113,97,NA,NA,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported",Yes,12,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Comorbidities and medical history (beside pathology/disease of interest in the comparison), Other(s)",HR,"Numerator if ratio, or left side if difference",NA,NA,0.55,0.11,,27/07/2022 15:10:28
,27/07/2022 15:14:33,4,10.1080/10428194.2021.1913144,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acalabrutinib,1,obinutuzumab,3,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Progression Free Survival,Time-to-event,A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,113,NA,114,97,NA,NA,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported",Yes,12,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Comorbidities and medical history (beside pathology/disease of interest in the comparison), Other(s)",HR,"Numerator if ratio, or left side if difference",NA,NA,0.53,0.08,,27/07/2022 15:12:40
,27/07/2022 15:16:27,5,10.1080/10428194.2021.1913144,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acalabrutinib + obinutuzumab,1, venetoclax + obinutuzumab,4,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Progression Free Survival,Time-to-event,A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,216,NA,83,43,NA,NA,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported",Yes,12,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Comorbidities and medical history (beside pathology/disease of interest in the comparison), Other(s)",HR,"Numerator if ratio, or left side if difference",NA,NA,0.78,0.57,,27/07/2022 15:14:33
,27/07/2022 15:17:59,6,10.1080/10428194.2021.1913144,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acalabrutinib,1,venetoclax + obinutuzumab,4,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Progression Free Survival,Time-to-event,A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,216,NA,96,51,NA,NA,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported",Yes,12,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Comorbidities and medical history (beside pathology/disease of interest in the comparison), Other(s)",HR,"Numerator if ratio, or left side if difference",NA,NA,1.24,0.59,,27/07/2022 15:16:27
,27/07/2022 16:21:27,1,10.1007/s40263-021-00805-0,ASL,Multiple sclerosis,USA,USA,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT02294058,,,International,3,2 or more,2,Yes,Yes,NCT02047734,,,International,3,2 or more,3,No,Yes,NCT00451451,,,International,3,2 or more,4,No,Yes,NCT00420212,,,International,3,2 or more,,,,,,,,,,ozanimod,1;2,dimethyl fumarate,3;4,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Annualized Relapse Rate ,Binary (eg rates),"A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,Yes,No,769,NA,850,744,NA,NA,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported",Yes,7,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest",RR,"Numerator if ratio, or left side if difference",NA,NA,0.8,[0.67;0.97],,27/07/2022 15:17:59
,27/07/2022 17:04:42,1,10.1080/10428194.2021.1913143,ASL,relapsed and refractory multiple myeloma,Spain,Switzerland,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT03361748,,,International,2,1,2,No,Yes,NCT02336815,,,International,2,1,3,No,Yes,NCT03525678,,,International,2,1,,,,,,,,,,,,,,,,,,,idecabtagene vicleucel ,1,selinexor + dexamethasone,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall Response Rate,Binary (eg rates),"Nothing mentioned, not reported",Yes,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,122,NA,128,56,NA,NA,Not mentioned,Yes,5,"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest",OR,"Numerator if ratio, or left side if difference",7.78,[4.43;13.65],7.74,[3.83;15.62],,27/07/2022 16:21:27
,27/07/2022 17:07:51,2,10.1080/10428194.2021.1913143,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,idecabtagene vicleucel,1,belantamab mafodotin,3,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall Response Rate,Binary (eg rates),"Nothing mentioned, not reported",Yes,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,97,NA,128,45,NA,NA,Not mentioned,Yes,6,"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest",OR,"Numerator if ratio, or left side if difference",6.17,[3.15;11.05],5.12,[2.35;11.13],,27/07/2022 17:04:42
,28/07/2022 16:26:15,1,10.1210/clinem/dgab905,ASL,Type 2 diabetes,USA,USA,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT03989232,,,International,3,2 or more,xx,Yes,Yes,NCT02648204,,,International,3,2 or more,3,Yes,Yes,NCT03495102,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,Semaglutide 2.0 mg,1,Dulaglutide 3.0,3,Multilevel network meta-regression,Yes,Larger network (ie involving more than 2 studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Change in baseline HbA1c,"Continuous (count, mean, ...)",Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose),No,Yes,,No,616,612,480,480,481,481,,Yes,3,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Other(s)",Means difference,"Numerator if ratio, or left side if difference",-0.47,[-0.69;-0.23],-0.44,[-0.68;-0.19],"Multi-level meta regression 
Talk about the possibility to adjust for different populations, but how is that possible without IPD ? Should look into the methodology of ML-NMR
Not clear how to decide the sample size of the anchor arms",20/07/2022 15:55:57
,28/07/2022 16:32:06,2,10.1210/clinem/dgab905,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Semaglutide 2.0mg,1,Dulaglutide 4.5 mg,3,Multilevel network meta-regression,Yes,Larger network (ie involving more than 2 studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Change in baseline HbA1c,"Continuous (count, mean, ...)",Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose),No,Yes,,No,614,612,480,480,481,481,,Yes,3,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Other(s)",Means difference,"Numerator if ratio, or left side if difference",-0.31,[-0.53;-0.08],-0.28,[-0.52;-0.03],,21/07/2022 08:43:16
,28/07/2022 16:55:17,1,10.1001/jamaophthalmol.2021.6284,ASL,Thyroid eye disease,USA,Canada,"Academic, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01868997,,,International,2,2 or more,2,Yes,Yes,NCT03298867,,,International,3,2 or more,3,No,Yes,,,"Bartalena at al., 2012",International,,2 or more,,,,,,,,,,,,,,,,,,,teprotumumab,1;2,intravenous methylprednisolone,3,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",change from baseline in proptosis in mm,"Continuous (count, mean, ...)","A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,No,No,419,NA,79,56,NA,NA,Not mentioned,Yes,3,"Age, Sex, Other(s)",Means difference,"Numerator if ratio, or left side if difference",-2.38,[-3.49;-1.27],-2.31,[-3.45;-1.17],Unadjusted sample size is now the sample size corresponding to the unadjusted ITC (thus after matching if necessary),13/07/2022 16:41:10
,28/07/2022 17:08:20,1,10.1002/edm2.259,ASL,type 2 diabetes,UK,UK,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01720446,,,International,3,2 or more,2,No,Yes,NCT01394952,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,semaglutide,1,dulaglutide,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),Yes,"3 point MACE (cardiovascular death, non-fatal myocardial infraction, non-fatal stroke)",Time-to-event,A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),No,Yes,No,No,NA,NA,NA,NA,NA,NA,"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials",Yes,6,"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Comorbidities and medical history (beside pathology/disease of interest in the comparison)",HR,"Numerator if ratio, or left side if difference",NA,NA,0.74,0.06,"No details given regarding the sample size by treatment arms, thus cannot be reported ",25/07/2022 17:44:00
,28/07/2022 17:13:45,1,10.1007/s12325-021-01756-0,ASL,relapsed/refractory diffuse large B-cell lymphoma,USA,Switzerland,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT02631044,,,USA,1,1,2,No,No,,,SCHOLAR-1,International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lisocabtagene maraleucel,1,Salvage chemotherapy,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall Response Rate,Binary (eg rates),"Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,523,NA,248,143,NA,NA,Not mentioned,Yes,7,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest",OR,"Numerator if ratio, or left side if difference",7.7,<0.001,7,<0.001,,27/07/2022 12:19:48
,28/07/2022 17:23:04,1,10.1007/s12325-021-01853-0,ASL,severe haemophilia A,Spain,Portugal,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01486927,,,International,"2, 3",2 or more,2,No,Yes,,,rAHF-PFM-2004 - part 2   10.1111/j.1365-2516.2004.00932.x,International,,2 or more,3,No,Yes,NCT00243386,,,International,4,1,4,No,Yes,NCT02172950,,,International,3,1,,,,,,,,,,rVIII-SingleChain lonoctocog alfa,1,rAHF-PFM octocog alfa,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",mean annualized bleeding rates,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,111,NA,146,25.01,NA,NA,Not mentioned,Yes,4,"Age, Race/ethnicity, Other(s)",RR,"Numerator if ratio, or left side if difference",0.55,[0.17;3.12],0.74,[0.16;3.48],"test hypothesis appears to be for equivalence, but test for superiority and don't find any difference, and then conclude to equivalence
don't even mention the fact that the MAIC is unanchored, and that there are very different assumptions. Don't talk about prognostic factors and ttt effect modifiers. just baseline characteristics
Characteristics adjusted for not very obvious, but seems to be all baseline characteristics available in both studies for each ITC. Seem like they also included characteristics that were already balanced initially. ",23/07/2022 12:45:57
,28/07/2022 17:29:04,1,10.1007/s12325-021-01885-6,ASL,non-metastatic castration-resistant prostate cancer receiving androgen deprivation therapy,UK,Germany,"Academic, Pharmaceutical Industry / Medical device company",Not mentioned,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT01946204,,,International,3,2 or more,2,No,Yes,NCT02200614,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,apalutamide,1,darolutamide,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),Yes,Metastasis-Free Survival,Time-to-event,"Nothing mentioned, not reported",Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,Not mentioned,Yes,9,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest, Other(s)",HR,"Numerator if ratio, or left side if difference",NA,NA,0.7,[0.51.0.98],"MAIC within Bayesian framework 
A primary end point reported 
No real discussion of the status of the covariates adjusted for : that could potentially affect the relative treatment effect. So if we are to be nice we would still assume that they included both treatment effect modifiers and prognostic factors
",21/07/2022 17:38:27
,28/07/2022 17:37:54,1,10.1007/s12325-022-02054-z,ASL,Relapsed or Refractory Follicular Lymphoma,USA,USA,"Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT01897571,,,International,"1, 2",1,2,No,Yes,NCT01282424,,,International,2,1,3,No,Yes,,,,International,2,1,4,No,Yes,NCT01660451,,,International,2,1,5,No,Yes,NCT02793583,,,International,2,1,tazemetostat,1,idelalisib,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",grade >= 3 Treatment Emergent Adverse Event,Binary (eg rates),A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),Yes,Yes,No,No,72,NA,99,36,NA,NA,Not mentioned,Yes,,"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest, Other(s), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...)",RR,"Numerator if ratio, or left side if difference",0.59,<0.001,0.45,<0.001,"Safety outcomes reported first in the article, so safety outcomes reported in the form

Mention using robust sandwich estimator, could be interesting to report whether MAIC usually uses it, but must often research must often miss this work

",15/07/2022 11:33:53
,28/07/2022 17:38:25,2,10.1007/s12325-022-02054-z,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tazemetostat,1,Duvelisib,3,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",grade >= 3 Treatment Emergent Adverse Event,Binary (eg rates),A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),Yes,Yes,No,No,129,NA,99,24,NA,NA,Not mentioned,Yes,7,"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest, Other(s), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...)",RR,"Numerator if ratio, or left side if difference",0.45,<0.001,0.35,<0.001,,15/07/2022 16:54:04
,28/07/2022 17:40:01,3,10.1007/s12325-022-02054-z,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tazemetostat,1,Copanlisib,4,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",grade >= 3 Treatment Emergent Adverse Event,Binary (eg rates),A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),Yes,Yes,No,No,142,na,99,66,na,na,Not mentioned,Yes,7,"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest, Other(s), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...)",RR,"Numerator if ratio, or left side if difference",0.47,<0.001,0.37,<0.001,,15/07/2022 17:09:34
,28/07/2022 17:40:28,4,10.1007/s12325-022-02054-z,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tazemetostat,1,umbralisib,5,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",grade >= 3 Treatment Emergent Adverse Event,Binary (eg rates),A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),Yes,Yes,No,No,208,NA,99,60,NA,NA,Not mentioned,Yes,7,"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest, Other(s), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...)",RR,"Numerator if ratio, or left side if difference",0.74,<0.05,0.65,<0.01,,15/07/2022 17:22:38
