"doi";"PMID";"section";"ITC num";"Ind studies num";"questions";"answer"
"10.1007/s12325-021-01885-6";"34797506";"study_information";"";"2";"Number of treatment arms (clinical trial only)";"2 or more"
"10.1007/s12325-021-01885-6";"34797506";"methodology";"1";"";"Treatment name 1";"apalutamide"
"10.1007/s12325-021-01885-6";"34797506";"methodology";"1";"";"Study 'number(s)' for treatment 1";"1"
"10.1007/s12325-021-01885-6";"34797506";"methodology";"1";"";"Treatment name 2";"darolutamide"
"10.1007/s12325-021-01885-6";"34797506";"methodology";"1";"";"Study 'number(s)' for treatment 2";"2"
"10.1007/s12325-021-01885-6";"34797506";"methodology";"1";"";"Type of population-adjusted indirect comparisons performed";"MAIC"
"10.1007/s12325-021-01885-6";"34797506";"methodology";"1";"";"Anchored comparison?";"Yes"
"10.1007/s12325-021-01885-6";"34797506";"methodology";"1";"";"Form of the indirect comparison";"Simple (ie treatments effects extracted from two studies)"
"10.1007/s12325-021-01885-6";"34797506";"methodology";"1";"";"Definition of a single primary outcome for the indirect comparison";"Yes"
"10.1007/s12325-021-01885-6";"34797506";"methodology";"1";"";"Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)";"metastasis-free survival"
"10.1007/s12325-021-01885-6";"34797506";"methodology";"1";"";"Primary outcome: variable type";"Time-to-event"
"10.1007/s12325-021-01885-6";"34797506";"methodology";"1";"";"Justification for selecting variables to be included in the adjustment model (in the main text)";"Nothing mentioned, not reported"
"10.1007/s12325-021-01885-6";"34797506";"methodology";"1";"";"Inclusion of prognostic factors in the adjustment/matching model";"Yes"
"10.1007/s12325-021-01885-6";"34797506";"methodology";"1";"";"Inclusion of treatment-effect modifiers in the adjustment/matching model";"Yes"
"10.1007/s12325-021-01885-6";"34797506";"methodology";"1";"";"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)";"No"
"10.1007/s12325-021-01885-6";"34797506";"methodology";"1";"";"Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)";"No"
"10.1007/s12325-021-01885-6";"34797506";"results";"1";"";"Reporting of a weights' distribution evaluation (MAIC)";"Not mentioned"
"10.1007/s12325-021-01885-6";"34797506";"results";"1";"";"Reporting of the list of the covariates adjusted for/matched on";"Yes"
"10.1007/s12325-021-01885-6";"34797506";"results";"1";"";"Number of covariates adjusted for/matched on";"9"
"10.1007/s12325-021-01885-6";"34797506";"results";"1";"";"Covariates adjusted for/matched on in the indirect comparison";"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest, Other(s)"
"10.1007/s12325-021-01885-6";"34797506";"results";"1";"";"Primary outcome: treatment effect contrast";"HR"
"10.1007/s12325-021-01885-6";"34797506";"results";"1";"";"Direction of the treatment effect contrast: IPD treatment is:";"Numerator if ratio, or left side if difference"
"10.1007/s12325-021-01885-6";"34797506";"results";"1";"";"Primary outcome: adjusted treatment effect";"0.7"
"10.1007/s12325-021-01885-6";"34797506";"results";"1";"";"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";"[0.51.0.98]"
"10.1007/s12325-021-01885-6";"34797506";"results";"1";"";"Sample size of the population of interest in the non IPD treatment arm";"955"
"10.1007/s12325-021-01885-6";"34797506";"results";"1";"";"If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm";"554"
"10.1007/s12325-022-02054-z";"35157216";"general_information";"";"";"Medical Condition of Interest Name";"relapsed or refractory follicular lymphoma"
"10.1007/s12325-022-02054-z";"35157216";"general_information";"";"";"Countries of first author affiliations";"usa"
"10.1007/s12325-022-02054-z";"35157216";"general_information";"";"";"Countries of last author affiliations";"usa"
"10.1007/s12325-022-02054-z";"35157216";"general_information";"";"";"Positions of study investigators (for any authors of the article, any that applies)";"Pharmaceutical Industry, Private Data Analysis Company"
"10.1007/s12325-022-02054-z";"35157216";"general_information";"";"";"At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"general_information";"";"";"Mentioned sources of funding";"Pharmaceutical Industry"
"10.1007/s12325-022-02054-z";"35157216";"general_information";"";"";"Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"general_information";"";"";"Mention of a systematic review to find the studies to compare treatments of interest";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"1";"Patient-level data used";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"1";"Clinical Trial";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"1";"NCT (only for clinical trial registered on clinicaltrials.gov)";"NCT01897571"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"1";"Country where the clinical trial/observational study was conducted (international if more than one)";"international"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"1";"Phase of the clinical trial (clinical trial only)";"1, 2"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"1";"Number of treatment arms (clinical trial only)";"1"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"2";"Patient-level data used";"No"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"2";"Clinical Trial";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"2";"NCT (only for clinical trial registered on clinicaltrials.gov)";"NCT01282424"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"2";"Country where the clinical trial/observational study was conducted (international if more than one)";"international"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"2";"Phase of the clinical trial (clinical trial only)";"2"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"2";"Number of treatment arms (clinical trial only)";"1"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"3";"Patient-level data used";"No"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"3";"Clinical Trial";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"3";"Country where the clinical trial/observational study was conducted (international if more than one)";"international"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"3";"Phase of the clinical trial (clinical trial only)";"2"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"3";"Number of treatment arms (clinical trial only)";"1"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"3";"NCT (only for clinical trial registered on clinicaltrials.gov)";"NCT01882803"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"4";"Patient-level data used";"No"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"4";"Clinical Trial";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"4";"NCT (only for clinical trial registered on clinicaltrials.gov)";"NCT01660451"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"4";"Country where the clinical trial/observational study was conducted (international if more than one)";"international"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"4";"Phase of the clinical trial (clinical trial only)";"2"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"4";"Number of treatment arms (clinical trial only)";"1"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"5";"Patient-level data used";"No"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"5";"Clinical Trial";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"5";"NCT (only for clinical trial registered on clinicaltrials.gov)";"NCT02793583"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"5";"Country where the clinical trial/observational study was conducted (international if more than one)";"international"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"5";"Phase of the clinical trial (clinical trial only)";"2"
"10.1007/s12325-022-02054-z";"35157216";"study_information";"";"5";"Number of treatment arms (clinical trial only)";"1"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"1";"";"Treatment name 1";"tazemetostat"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"1";"";"Study 'number(s)' for treatment 1";"1"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"1";"";"Treatment name 2";"idelalisib"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"1";"";"Study 'number(s)' for treatment 2";"2"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"1";"";"Type of population-adjusted indirect comparisons performed";"MAIC"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"1";"";"Anchored comparison?";"No"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"1";"";"Form of the indirect comparison";"Simple (ie treatments effects extracted from two studies)"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"1";"";"Definition of a single primary outcome for the indirect comparison";"No primary outcome defined, or multiple primary outcomes without any clear distinction between them"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"1";"";"Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)";"grade >= 3 treatment emergent adverse event"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"1";"";"Primary outcome: variable type";"Binary (eg rates)"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"1";"";"Justification for selecting variables to be included in the adjustment model (in the main text)";"A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion)"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"1";"";"Inclusion of prognostic factors in the adjustment/matching model";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"1";"";"Inclusion of treatment-effect modifiers in the adjustment/matching model";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"1";"";"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)";"No"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"1";"";"Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)";"No"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"2";"";"Treatment name 1";"tazemetostat"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"2";"";"Study 'number(s)' for treatment 1";"1"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"2";"";"Treatment name 2";"duvelisib"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"2";"";"Study 'number(s)' for treatment 2";"3"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"2";"";"Type of population-adjusted indirect comparisons performed";"MAIC"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"2";"";"Anchored comparison?";"No"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"2";"";"Form of the indirect comparison";"Simple (ie treatments effects extracted from two studies)"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"2";"";"Definition of a single primary outcome for the indirect comparison";"No primary outcome defined, or multiple primary outcomes without any clear distinction between them"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"2";"";"Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)";"grade >= 3 treatment emergent adverse event"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"2";"";"Primary outcome: variable type";"Binary (eg rates)"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"2";"";"Justification for selecting variables to be included in the adjustment model (in the main text)";"A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion)"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"2";"";"Inclusion of prognostic factors in the adjustment/matching model";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"2";"";"Inclusion of treatment-effect modifiers in the adjustment/matching model";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"2";"";"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)";"No"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"2";"";"Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)";"No"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"3";"";"Treatment name 1";"tazemetostat"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"3";"";"Study 'number(s)' for treatment 1";"1"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"3";"";"Treatment name 2";"copanlisib"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"3";"";"Study 'number(s)' for treatment 2";"4"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"3";"";"Type of population-adjusted indirect comparisons performed";"MAIC"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"3";"";"Anchored comparison?";"No"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"3";"";"Form of the indirect comparison";"Simple (ie treatments effects extracted from two studies)"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"3";"";"Definition of a single primary outcome for the indirect comparison";"No primary outcome defined, or multiple primary outcomes without any clear distinction between them"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"3";"";"Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)";"grade >= 3 treatment emergent adverse event"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"3";"";"Primary outcome: variable type";"Binary (eg rates)"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"3";"";"Justification for selecting variables to be included in the adjustment model (in the main text)";"A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion)"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"3";"";"Inclusion of prognostic factors in the adjustment/matching model";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"3";"";"Inclusion of treatment-effect modifiers in the adjustment/matching model";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"3";"";"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)";"No"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"3";"";"Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)";"No"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"4";"";"Treatment name 1";"tazemetostat"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"4";"";"Study 'number(s)' for treatment 1";"1"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"4";"";"Treatment name 2";"umbralisib"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"4";"";"Study 'number(s)' for treatment 2";"5"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"4";"";"Type of population-adjusted indirect comparisons performed";"MAIC"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"4";"";"Anchored comparison?";"No"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"4";"";"Form of the indirect comparison";"Simple (ie treatments effects extracted from two studies)"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"4";"";"Definition of a single primary outcome for the indirect comparison";"No primary outcome defined, or multiple primary outcomes without any clear distinction between them"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"4";"";"Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)";"grade >= 3 treatment emergent adverse event"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"4";"";"Primary outcome: variable type";"Binary (eg rates)"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"4";"";"Justification for selecting variables to be included in the adjustment model (in the main text)";"A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion)"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"4";"";"Inclusion of prognostic factors in the adjustment/matching model";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"4";"";"Inclusion of treatment-effect modifiers in the adjustment/matching model";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"4";"";"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)";"No"
"10.1007/s12325-022-02054-z";"35157216";"methodology";"4";"";"Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)";"No"
"10.1007/s12325-022-02054-z";"35157216";"results";"1";"";"Sample size of the population of interest in the non IPD treatment arm";"72"
"10.1007/s12325-022-02054-z";"35157216";"results";"1";"";"Initial sample size of the population of interest in the IPD treatment arm";"99"
"10.1007/s12325-022-02054-z";"35157216";"results";"1";"";"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC";"36"
"10.1007/s12325-022-02054-z";"35157216";"results";"1";"";"Reporting of a weights' distribution evaluation (MAIC)";"Not mentioned"
"10.1007/s12325-022-02054-z";"35157216";"results";"1";"";"Reporting of the list of the covariates adjusted for/matched on";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"results";"1";"";"Covariates adjusted for/matched on in the indirect comparison";"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest, Other(s), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...)"
"10.1007/s12325-022-02054-z";"35157216";"results";"1";"";"Primary outcome: treatment effect contrast";"RR"
"10.1007/s12325-022-02054-z";"35157216";"results";"1";"";"Direction of the treatment effect contrast: IPD treatment is:";"Numerator if ratio, or left side if difference"
"10.1007/s12325-022-02054-z";"35157216";"results";"1";"";"Primary outcome: unadjusted treatment effect";"0.59"
"10.1007/s12325-022-02054-z";"35157216";"results";"1";"";"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])";"<0.001"
"10.1007/s12325-022-02054-z";"35157216";"results";"1";"";"Primary outcome: adjusted treatment effect";"0.45"
"10.1007/s12325-022-02054-z";"35157216";"results";"1";"";"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";"<0.001"
"10.1007/s12325-022-02054-z";"35157216";"results";"1";"";"Number of covariates adjusted for/matched on";"8"
"10.1007/s12325-022-02054-z";"35157216";"results";"2";"";"Sample size of the population of interest in the non IPD treatment arm";"129"
"10.1007/s12325-022-02054-z";"35157216";"results";"2";"";"Initial sample size of the population of interest in the IPD treatment arm";"99"
"10.1007/s12325-022-02054-z";"35157216";"results";"2";"";"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC";"24"
"10.1007/s12325-022-02054-z";"35157216";"results";"2";"";"Reporting of a weights' distribution evaluation (MAIC)";"Not mentioned"
"10.1007/s12325-022-02054-z";"35157216";"results";"2";"";"Reporting of the list of the covariates adjusted for/matched on";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"results";"2";"";"Number of covariates adjusted for/matched on";"7"
"10.1007/s12325-022-02054-z";"35157216";"results";"2";"";"Covariates adjusted for/matched on in the indirect comparison";"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest, Other(s), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...)"
"10.1007/s12325-022-02054-z";"35157216";"results";"2";"";"Primary outcome: treatment effect contrast";"RR"
"10.1007/s12325-022-02054-z";"35157216";"results";"2";"";"Direction of the treatment effect contrast: IPD treatment is:";"Numerator if ratio, or left side if difference"
"10.1007/s12325-022-02054-z";"35157216";"results";"2";"";"Primary outcome: unadjusted treatment effect";"0.45"
"10.1007/s12325-022-02054-z";"35157216";"results";"2";"";"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])";"<0.001"
"10.1007/s12325-022-02054-z";"35157216";"results";"2";"";"Primary outcome: adjusted treatment effect";"0.35"
"10.1007/s12325-022-02054-z";"35157216";"results";"2";"";"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";"<0.001"
"10.1007/s12325-022-02054-z";"35157216";"results";"3";"";"Sample size of the population of interest in the non IPD treatment arm";"142"
"10.1007/s12325-022-02054-z";"35157216";"results";"3";"";"If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm";"na"
"10.1007/s12325-022-02054-z";"35157216";"results";"3";"";"Initial sample size of the population of interest in the IPD treatment arm";"99"
"10.1007/s12325-022-02054-z";"35157216";"results";"3";"";"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC";"66"
"10.1007/s12325-022-02054-z";"35157216";"results";"3";"";"If anchored comparison, initial sample size of the population of interest in the IPD anchor arm";"na"
"10.1007/s12325-022-02054-z";"35157216";"results";"3";"";"If anchored comparison, effective sample size after reweighting for MAIC; or sample size used in the regression model for STC in the IPD anchor arm";"na"
"10.1007/s12325-022-02054-z";"35157216";"results";"3";"";"Reporting of a weights' distribution evaluation (MAIC)";"Not mentioned"
"10.1007/s12325-022-02054-z";"35157216";"results";"3";"";"Reporting of the list of the covariates adjusted for/matched on";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"results";"3";"";"Number of covariates adjusted for/matched on";"7"
"10.1007/s12325-022-02054-z";"35157216";"results";"3";"";"Covariates adjusted for/matched on in the indirect comparison";"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest, Other(s), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...)"
"10.1007/s12325-022-02054-z";"35157216";"results";"3";"";"Primary outcome: treatment effect contrast";"RR"
"10.1007/s12325-022-02054-z";"35157216";"results";"3";"";"Direction of the treatment effect contrast: IPD treatment is:";"Numerator if ratio, or left side if difference"
"10.1007/s12325-022-02054-z";"35157216";"results";"3";"";"Primary outcome: unadjusted treatment effect";"0.47"
"10.1007/s12325-022-02054-z";"35157216";"results";"3";"";"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])";"<0.001"
"10.1007/s12325-022-02054-z";"35157216";"results";"3";"";"Primary outcome: adjusted treatment effect";"0.37"
"10.1007/s12325-022-02054-z";"35157216";"results";"3";"";"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";"<0.001"
"10.1007/s12325-022-02054-z";"35157216";"results";"4";"";"Sample size of the population of interest in the non IPD treatment arm";"208"
"10.1007/s12325-022-02054-z";"35157216";"results";"4";"";"Initial sample size of the population of interest in the IPD treatment arm";"99"
"10.1007/s12325-022-02054-z";"35157216";"results";"4";"";"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC";"60"
"10.1007/s12325-022-02054-z";"35157216";"results";"4";"";"Reporting of a weights' distribution evaluation (MAIC)";"Not mentioned"
"10.1007/s12325-022-02054-z";"35157216";"results";"4";"";"Reporting of the list of the covariates adjusted for/matched on";"Yes"
"10.1007/s12325-022-02054-z";"35157216";"results";"4";"";"Number of covariates adjusted for/matched on";"7"
"10.1007/s12325-022-02054-z";"35157216";"results";"4";"";"Covariates adjusted for/matched on in the indirect comparison";"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest, Other(s), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...)"
"10.1007/s12325-022-02054-z";"35157216";"results";"4";"";"Primary outcome: treatment effect contrast";"RR"
"10.1007/s12325-022-02054-z";"35157216";"results";"4";"";"Direction of the treatment effect contrast: IPD treatment is:";"Numerator if ratio, or left side if difference"
"10.1007/s12325-022-02054-z";"35157216";"results";"4";"";"Primary outcome: unadjusted treatment effect";"0.74"
"10.1007/s12325-022-02054-z";"35157216";"results";"4";"";"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])";"<0.05"
"10.1007/s12325-022-02054-z";"35157216";"results";"4";"";"Primary outcome: adjusted treatment effect";"0.65"
"10.1007/s12325-022-02054-z";"35157216";"results";"4";"";"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])";"<0.01"
"10.1007/s12325-022-02099-0";"35279814";"general_information";"";"";"Medical Condition of Interest Name";"hepatocellular carcinom"
"10.1007/s12325-022-02099-0";"35279814";"general_information";"";"";"Countries of first author affiliations";"germany"
"10.1007/s12325-022-02099-0";"35279814";"general_information";"";"";"Countries of last author affiliations";"france"
"10.1007/s12325-022-02099-0";"35279814";"general_information";"";"";"Positions of study investigators (for any authors of the article, any that applies)";"Academic, Pharmaceutical Industry"
"10.1007/s12325-022-02099-0";"35279814";"general_information";"";"";"At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company";"Yes"
"10.1007/s12325-022-02099-0";"35279814";"general_information";"";"";"Mentioned sources of funding";"Pharmaceutical Industry"
"10.1007/s12325-022-02099-0";"35279814";"general_information";"";"";"Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article";"Yes"
"10.1007/s12325-022-02099-0";"35279814";"general_information";"";"";"Mention of a systematic review to find the studies to compare treatments of interest";"No"
"10.1007/s12325-022-02099-0";"35279814";"study_information";"";"1";"Patient-level data used";"Yes"
"10.1007/s12325-022-02099-0";"35279814";"study_information";"";"1";"Clinical Trial";"Yes"
"10.1007/s12325-022-02099-0";"35279814";"study_information";"";"1";"NCT (only for clinical trial registered on clinicaltrials.gov)";"NCT01482442"
"10.1007/s12325-022-02099-0";"35279814";"study_information";"";"1";"Country where the clinical trial/observational study was conducted (international if more than one)";"france"
"10.1007/s12325-022-02099-0";"35279814";"study_information";"";"1";"Phase of the clinical trial (clinical trial only)";"3"
"10.1007/s12325-022-02099-0";"35279814";"study_information";"";"1";"Number of treatment arms (clinical trial only)";"2 or more"
"10.1007/s12325-022-02099-0";"35279814";"study_information";"";"2";"Patient-level data used";"No"
"10.1007/s12325-022-02099-0";"35279814";"study_information";"";"2";"Clinical Trial";"Yes"
"10.1007/s12325-022-02099-0";"35279814";"study_information";"";"2";"NCT (only for clinical trial registered on clinicaltrials.gov)";"NCT03434379"
"10.1007/s12325-022-02099-0";"35279814";"study_information";"";"2";"Country where the clinical trial/observational study was conducted (international if more than one)";"international"
"10.1007/s12325-022-02099-0";"35279814";"study_information";"";"2";"Phase of the clinical trial (clinical trial only)";"3"
"10.1007/s12325-022-02099-0";"35279814";"study_information";"";"2";"Number of treatment arms (clinical trial only)";"2 or more"
"10.1007/s12325-022-02099-0";"35279814";"methodology";"1";"";"Treatment name 1";"tare using sir-spheres (radioembolization)"
"10.1007/s12325-022-02099-0";"35279814";"methodology";"1";"";"Study 'number(s)' for treatment 1";"1"
"10.1007/s12325-022-02099-0";"35279814";"methodology";"1";"";"Treatment name 2";"atezolizumab + bevacizumab"
"10.1007/s12325-022-02099-0";"35279814";"methodology";"1";"";"Study 'number(s)' for treatment 2";"2"
"10.1007/s12325-022-02099-0";"35279814";"methodology";"1";"";"Type of population-adjusted indirect comparisons performed";"MAIC"
"10.1007/s12325-022-02099-0";"35279814";"methodology";"1";"";"Anchored comparison?";"Yes"
"10.1007/s12325-022-02099-0";"35279814";"methodology";"1";"";"Form of the indirect comparison";"Simple (ie treatments effects extracted from two studies)"
"10.1007/s12325-022-02099-0";"35279814";"methodology";"1";"";"Definition of a single primary outcome for the indirect comparison";"Yes"
"10.1007/s12325-022-02099-0";"35279814";"methodology";"1";"";"Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)";"time to deterioration in quality of life"
"10.1007/s12325-022-02099-0";"35279814";"methodology";"1";"";"Primary outcome: variable type";"Time-to-event"
"10.1007/s12325-022-02099-0";"35279814";"methodology";"1";"";"Justification for selecting variables to be included in the adjustment model (in the main text)";"Statistical imbalanced between treatment groups (independently of the status of prognostic/effect modifier), Status of prognostic factor/treatment effect modified assessed in the IPD dataset, Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)"
