doi	section	n_itc	study_number	questions	answer
10.1007/s13555-021-00646-1	study_information	NA	7	Clinical Trial	Yes
10.1007/s13555-021-00646-1	study_information	NA	7	Data source name (only if observational study or clinical trial without NCT)	eichenfield et al. (2002)
10.1007/s13555-021-00646-1	study_information	NA	7	Number of treatment arms (clinical trial only)	2 or more
10.1007/s13555-021-00646-1	study_information	NA	7	Country where the clinical trial/observational study was conducted (international if more than one)	unknown
10.1007/s13555-021-00646-1	study_information	NA	8	Patient-level data used	No
10.1007/s13555-021-00646-1	study_information	NA	8	Clinical Trial	Yes
10.1007/s13555-021-00646-1	study_information	NA	8	Data source name (only if observational study or clinical trial without NCT)	chapman et al. (2005)
10.1007/s13555-021-00646-1	study_information	NA	8	Country where the clinical trial/observational study was conducted (international if more than one)	usa
10.1007/s13555-021-00646-1	study_information	NA	8	Number of treatment arms (clinical trial only)	2 or more
10.1007/s13555-021-00646-1	study_information	NA	9	Patient-level data used	No
10.1007/s13555-021-00646-1	study_information	NA	9	Clinical Trial	Yes
10.1007/s13555-021-00646-1	study_information	NA	9	Number of treatment arms (clinical trial only)	2 or more
10.1007/s13555-021-00646-1	study_information	NA	9	Data source name (only if observational study or clinical trial without NCT)	levy et al. (2005)
10.1007/s40258-016-0271-0	general_information	NA	NA	Medical Condition of Interest Name	relapsed and/or refractory multiple myeloma
10.1007/s40258-016-0271-0	general_information	NA	NA	Countries of first author affiliations	the netherlands
10.1007/s40258-016-0271-0	general_information	NA	NA	Countries of last author affiliations	usa
10.1007/s40258-016-0271-0	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	Pharmaceutical Industry, Private Data Analysis Company
10.1007/s40258-016-0271-0	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Yes
10.1007/s40258-016-0271-0	general_information	NA	NA	Mentioned sources of funding	Pharmaceutical Industry
10.1007/s40258-016-0271-0	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes
10.1007/s40258-016-0271-0	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	Yes
10.1007/s40258-016-0271-0	methodology	1	NA	Treatment name 1	panobinostat + bortezomib + dexamethasone
10.1007/s40258-016-0271-0	methodology	1	NA	Study 'number(s)' for treatment 1	1
10.1007/s40258-016-0271-0	methodology	1	NA	Treatment name 2	lenalidomide + dexamethasone
10.1007/s40258-016-0271-0	methodology	1	NA	Study 'number(s)' for treatment 2	2;3
10.1007/s40258-016-0271-0	methodology	1	NA	Type of population-adjusted indirect comparisons performed	MAIC
10.1007/s40258-016-0271-0	methodology	1	NA	Anchored comparison?	No
10.1007/s40258-016-0271-0	methodology	1	NA	Form of the indirect comparison	Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)
10.1007/s40258-016-0271-0	methodology	1	NA	Definition of a single primary outcome for the indirect comparison	No primary outcome defined, or multiple primary outcomes without any clear distinction between them
10.1007/s40258-016-0271-0	methodology	1	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	progression-free survival
10.1007/s40258-016-0271-0	methodology	1	NA	Primary outcome: variable type	Time-to-event
10.1007/s40258-016-0271-0	methodology	1	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)
10.1007/s40258-016-0271-0	methodology	1	NA	Inclusion of prognostic factors in the adjustment/matching model	Yes
10.1007/s40258-016-0271-0	methodology	1	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	No discussion (in the main text) of the status of treatment-effect modifiers of the variables
10.1007/s40258-016-0271-0	methodology	1	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	No
10.1007/s40258-016-0271-0	methodology	1	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No
10.1007/s40258-016-0271-0	results	1	NA	Sample size of the population of interest in the non IPD treatment arm	220
10.1007/s40258-016-0271-0	results	1	NA	Initial sample size of the population of interest in the IPD treatment arm	142
10.1007/s40258-016-0271-0	results	1	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	138
10.1007/s40258-016-0271-0	results	1	NA	Reporting of a weights' distribution evaluation (MAIC)	Not mentioned
10.1007/s40258-016-0271-0	results	1	NA	Reporting of the list of the covariates adjusted for/matched on	Yes
10.1007/s40258-016-0271-0	results	1	NA	Number of covariates adjusted for/matched on	4
10.1007/s40258-016-0271-0	results	1	NA	Covariates adjusted for/matched on in the indirect comparison	Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest
10.1007/s40258-016-0271-0	results	1	NA	Primary outcome: treatment effect contrast	HR
10.1007/s40258-016-0271-0	results	1	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference
10.1007/s40258-016-0271-0	results	1	NA	Primary outcome: adjusted treatment effect	0.96
10.1007/s40258-016-0271-0	results	1	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.72;1.28]
10.1007/s40258-016-0271-0	results	1	NA	lb_ci	0.72
10.1007/s40258-016-0271-0	results	1	NA	ub_ci	1.28
10.1007/s40258-016-0271-0	results	1	NA	pval	NA
10.1007/s40258-016-0271-0	results	1	NA	num_pval	NA
10.1007/s40258-016-0271-0	results	1	NA	ci_cutoff	1
10.1007/s40258-016-0271-0	results	1	NA	significant	TRUE
10.1007/s40258-016-0271-0	study_information	NA	1	Patient-level data used	Yes
10.1007/s40258-016-0271-0	study_information	NA	1	Clinical Trial	Yes
10.1007/s40258-016-0271-0	study_information	NA	1	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT01023308
10.1007/s40258-016-0271-0	study_information	NA	1	Country where the clinical trial/observational study was conducted (international if more than one)	international
10.1007/s40258-016-0271-0	study_information	NA	1	Phase of the clinical trial (clinical trial only)	3
10.1007/s40258-016-0271-0	study_information	NA	1	Number of treatment arms (clinical trial only)	2 or more
10.1007/s40258-016-0271-0	study_information	NA	2	Patient-level data used	No
10.1007/s40258-016-0271-0	study_information	NA	2	Clinical Trial	Yes
10.1007/s40258-016-0271-0	study_information	NA	2	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT00056160
10.1007/s40258-016-0271-0	study_information	NA	2	Country where the clinical trial/observational study was conducted (international if more than one)	international
10.1007/s40258-016-0271-0	study_information	NA	2	Phase of the clinical trial (clinical trial only)	3
10.1007/s40258-016-0271-0	study_information	NA	2	Number of treatment arms (clinical trial only)	2 or more
10.1007/s40258-016-0271-0	study_information	NA	3	Patient-level data used	No
10.1007/s40258-016-0271-0	study_information	NA	3	Clinical Trial	Yes
10.1007/s40258-016-0271-0	study_information	NA	3	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT00424047
10.1007/s40258-016-0271-0	study_information	NA	3	Country where the clinical trial/observational study was conducted (international if more than one)	international
10.1007/s40258-016-0271-0	study_information	NA	3	Phase of the clinical trial (clinical trial only)	3
10.1007/s40258-016-0271-0	study_information	NA	3	Number of treatment arms (clinical trial only)	2 or more
10.1007/s40263-013-0102-x	general_information	NA	NA	Medical Condition of Interest Name	attention-deficit/hyperactivity disorder in children and adolescents
10.1007/s40263-013-0102-x	general_information	NA	NA	Countries of first author affiliations	usa
10.1007/s40263-013-0102-x	general_information	NA	NA	Countries of last author affiliations	usa
10.1007/s40263-013-0102-x	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	Academic, Pharmaceutical Industry, Private Data Analysis Company
10.1007/s40263-013-0102-x	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Yes
10.1007/s40263-013-0102-x	general_information	NA	NA	Mentioned sources of funding	Pharmaceutical Industry
10.1007/s40263-013-0102-x	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes
10.1007/s40263-013-0102-x	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	Yes
10.1007/s40263-013-0102-x	methodology	1	NA	Treatment name 1	guanfacine extended release
10.1007/s40263-013-0102-x	methodology	1	NA	Study 'number(s)' for treatment 1	1;2
10.1007/s40263-013-0102-x	methodology	1	NA	Treatment name 2	atomoxetine
10.1007/s40263-013-0102-x	methodology	1	NA	Study 'number(s)' for treatment 2	3
10.1007/s40263-013-0102-x	methodology	1	NA	Type of population-adjusted indirect comparisons performed	MAIC
10.1007/s40263-013-0102-x	methodology	1	NA	Anchored comparison?	Yes
10.1007/s40263-013-0102-x	methodology	1	NA	Form of the indirect comparison	Simple (ie treatments effects extracted from two studies)
10.1007/s40263-013-0102-x	methodology	1	NA	Definition of a single primary outcome for the indirect comparison	Yes
10.1007/s40263-013-0102-x	methodology	1	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	the mean change from baseline in the adhd-rs-iv total score at the final on-treatment assessment prior to down-titration
10.1007/s40263-013-0102-x	methodology	1	NA	Primary outcome: variable type	Continuous (count, mean, ...)
10.1007/s40263-013-0102-x	methodology	1	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Nothing mentioned, not reported
10.1007/s40263-013-0102-x	methodology	1	NA	Inclusion of prognostic factors in the adjustment/matching model	No discussion (in the main text) of the status of prognostic factors of the variables
10.1007/s40263-013-0102-x	methodology	1	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	No discussion (in the main text) of the status of treatment-effect modifiers of the variables
10.1007/s40263-013-0102-x	methodology	1	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	Yes
10.1007/s40263-013-0102-x	methodology	1	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No
10.1007/s40263-013-0102-x	results	1	NA	Sample size of the population of interest in the non IPD treatment arm	84
10.1007/s40263-013-0102-x	results	1	NA	Initial sample size of the population of interest in the IPD treatment arm	82
10.1007/s40263-013-0102-x	results	1	NA	Reporting of a weights' distribution evaluation (MAIC)	Not mentioned
10.1007/s40263-013-0102-x	results	1	NA	Reporting of the list of the covariates adjusted for/matched on	Yes
10.1007/s40263-013-0102-x	results	1	NA	Number of covariates adjusted for/matched on	8
10.1007/s40263-013-0102-x	results	1	NA	Covariates adjusted for/matched on in the indirect comparison	Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Other(s)
10.1007/s40263-013-0102-x	results	1	NA	Primary outcome: treatment effect contrast	Means difference
10.1007/s40263-013-0102-x	results	1	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference
10.1007/s40263-013-0102-x	results	1	NA	Primary outcome: unadjusted treatment effect	-9.2
10.1007/s40263-013-0102-x	results	1	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	<0.01
10.1007/s40263-013-0102-x	results	1	NA	Primary outcome: adjusted treatment effect	-7
10.1007/s40263-013-0102-x	results	1	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	<0.01
10.1007/s40263-013-0102-x	results	1	NA	If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm	83
10.1007/s40263-013-0102-x	results	1	NA	If anchored comparison, initial sample size of the population of interest in the IPD anchor arm	136
10.1007/s40263-013-0102-x	results	1	NA	geographical region	No
10.1007/s40263-013-0102-x	results	1	NA	lb_ci	NA
10.1007/s40263-013-0102-x	results	1	NA	ub_ci	NA
10.1007/s40263-013-0102-x	results	1	NA	pval	<0.01
10.1007/s40263-013-0102-x	results	1	NA	num_pval	NA
10.1007/s40263-013-0102-x	results	1	NA	ci_cutoff	0
10.1007/s40263-013-0102-x	results	1	NA	significant	TRUE
10.1007/s40263-013-0102-x	results	1	NA	lb_ci	NA
10.1007/s40263-013-0102-x	results	1	NA	ub_ci	NA
10.1007/s40263-013-0102-x	results	1	NA	pval	<0.01
10.1007/s40263-013-0102-x	results	1	NA	num_pval	NA
10.1007/s40263-013-0102-x	results	1	NA	ci_cutoff	0
10.1007/s40263-013-0102-x	results	1	NA	significant	TRUE
10.1007/s40263-013-0102-x	study_information	NA	1	Patient-level data used	Yes
10.1007/s40263-013-0102-x	study_information	NA	1	Clinical Trial	Yes
10.1007/s40263-013-0102-x	study_information	NA	1	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT00152009
10.1007/s40263-013-0102-x	study_information	NA	1	Phase of the clinical trial (clinical trial only)	3
10.1007/s40263-013-0102-x	study_information	NA	1	Number of treatment arms (clinical trial only)	2 or more
10.1007/s40263-013-0102-x	study_information	NA	1	Country where the clinical trial/observational study was conducted (international if more than one)	unknown
10.1007/s40263-013-0102-x	study_information	NA	2	Patient-level data used	Yes
10.1007/s40263-013-0102-x	study_information	NA	2	Clinical Trial	Yes
10.1007/s40263-013-0102-x	study_information	NA	2	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT00150618
10.1007/s40263-013-0102-x	study_information	NA	2	Phase of the clinical trial (clinical trial only)	3
10.1007/s40263-013-0102-x	study_information	NA	2	Number of treatment arms (clinical trial only)	2 or more
10.1007/s40263-013-0102-x	study_information	NA	2	Data source name (only if observational study or clinical trial without NCT)	sallee et al. (2009)
10.1007/s40263-013-0102-x	study_information	NA	2	Country where the clinical trial/observational study was conducted (international if more than one)	usa
10.1007/s40263-013-0102-x	study_information	NA	3	Patient-level data used	No
10.1007/s40263-013-0102-x	study_information	NA	3	Clinical Trial	Yes
10.1007/s40263-013-0102-x	study_information	NA	3	Data source name (only if observational study or clinical trial without NCT)	spencer et al. (2002)
10.1007/s40263-013-0102-x	study_information	NA	3	Number of treatment arms (clinical trial only)	2 or more
10.1007/s40263-019-00672-w	general_information	NA	NA	Medical Condition of Interest Name	postpartum depression
10.1007/s40263-019-00672-w	general_information	NA	NA	Countries of first author affiliations	uk
10.1007/s40263-019-00672-w	general_information	NA	NA	Countries of last author affiliations	usa
10.1007/s40263-019-00672-w	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	Pharmaceutical Industry, Private Data Analysis Company
10.1007/s40263-019-00672-w	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Yes
10.1007/s40263-019-00672-w	general_information	NA	NA	Mentioned sources of funding	Pharmaceutical Industry
10.1007/s40263-019-00672-w	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes
10.1007/s40263-019-00672-w	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	Yes
10.1007/s40263-019-00672-w	methodology	1	NA	Treatment name 1	brexanolone
10.1007/s40263-019-00672-w	methodology	1	NA	Study 'number(s)' for treatment 1	1;2;3
10.1007/s40263-019-00672-w	methodology	1	NA	Treatment name 2	placebo
10.1007/s40263-019-00672-w	methodology	1	NA	Study 'number(s)' for treatment 2	4
10.1007/s40263-019-00672-w	methodology	1	NA	Type of population-adjusted indirect comparisons performed	MAIC
10.1007/s40263-019-00672-w	methodology	1	NA	Anchored comparison?	No
10.1007/s40263-019-00672-w	methodology	1	NA	Form of the indirect comparison	Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)
10.1007/s40263-019-00672-w	methodology	1	NA	Definition of a single primary outcome for the indirect comparison	No primary outcome defined, or multiple primary outcomes without any clear distinction between them
10.1007/s40263-019-00672-w	methodology	1	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	change from baseline for the hamilton rating scale for depression
10.1007/s40263-019-00672-w	methodology	1	NA	Primary outcome: variable type	Continuous (count, mean, ...)
10.1007/s40263-019-00672-w	methodology	1	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Nothing mentioned, not reported
10.1007/s40263-019-00672-w	methodology	1	NA	Inclusion of prognostic factors in the adjustment/matching model	No discussion (in the main text) of the status of prognostic factors of the variables
10.1007/s40263-019-00672-w	methodology	1	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	No discussion (in the main text) of the status of treatment-effect modifiers of the variables
10.1007/s40263-019-00672-w	methodology	1	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	Yes
10.1007/s40263-019-00672-w	methodology	1	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No
10.1007/s40263-019-00672-w	results	1	NA	Sample size of the population of interest in the non IPD treatment arm	30
10.1007/s40263-019-00672-w	results	1	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	63.2
10.1007/s40263-019-00672-w	results	1	NA	Reporting of a weights' distribution evaluation (MAIC)	Not mentioned
10.1007/s40263-019-00672-w	results	1	NA	Reporting of the list of the covariates adjusted for/matched on	Yes
10.1007/s40263-019-00672-w	results	1	NA	Number of covariates adjusted for/matched on	3
10.1007/s40263-019-00672-w	results	1	NA	Covariates adjusted for/matched on in the indirect comparison	Age, Race/ethnicity, Past treatments for the disease of interest
10.1007/s40263-019-00672-w	results	1	NA	Primary outcome: treatment effect contrast	Means difference
10.1007/s40263-019-00672-w	results	1	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference
10.1007/s40263-019-00672-w	results	1	NA	Primary outcome: unadjusted treatment effect	3.8
10.1007/s40263-019-00672-w	results	1	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	[1.86;5.74]
10.1007/s40263-019-00672-w	results	1	NA	Primary outcome: adjusted treatment effect	13.9
10.1007/s40263-019-00672-w	results	1	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[9.84;17.10]
10.1007/s40263-019-00672-w	results	1	NA	lb_ci	1.86
10.1007/s40263-019-00672-w	results	1	NA	ub_ci	5.74
10.1007/s40263-019-00672-w	results	1	NA	pval	NA
10.1007/s40263-019-00672-w	results	1	NA	num_pval	NA
10.1007/s40263-019-00672-w	results	1	NA	ci_cutoff	0
10.1007/s40263-019-00672-w	results	1	NA	significant	FALSE
10.1007/s40263-019-00672-w	results	1	NA	lb_ci	9.84
10.1007/s40263-019-00672-w	results	1	NA	ub_ci	17.1
10.1007/s40263-019-00672-w	results	1	NA	pval	NA
10.1007/s40263-019-00672-w	results	1	NA	num_pval	NA
10.1007/s40263-019-00672-w	results	1	NA	ci_cutoff	0
10.1007/s40263-019-00672-w	results	1	NA	significant	FALSE
10.1007/s40263-019-00672-w	study_information	NA	1	Patient-level data used	Yes
10.1007/s40263-019-00672-w	study_information	NA	1	Clinical Trial	Yes
10.1007/s40263-019-00672-w	study_information	NA	1	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02614547
10.1007/s40263-019-00672-w	study_information	NA	1	Country where the clinical trial/observational study was conducted (international if more than one)	usa
10.1007/s40263-019-00672-w	study_information	NA	1	Phase of the clinical trial (clinical trial only)	2
10.1007/s40263-019-00672-w	study_information	NA	1	Number of treatment arms (clinical trial only)	2 or more
10.1007/s40263-019-00672-w	study_information	NA	2	Patient-level data used	Yes
10.1007/s40263-019-00672-w	study_information	NA	2	Clinical Trial	Yes
10.1007/s40263-019-00672-w	study_information	NA	2	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02942004
10.1007/s40263-019-00672-w	study_information	NA	2	Country where the clinical trial/observational study was conducted (international if more than one)	usa
10.1007/s40263-019-00672-w	study_information	NA	2	Phase of the clinical trial (clinical trial only)	3
10.1007/s40263-019-00672-w	study_information	NA	2	Number of treatment arms (clinical trial only)	2 or more
10.1007/s40263-019-00672-w	study_information	NA	3	Patient-level data used	Yes
10.1007/s40263-019-00672-w	study_information	NA	3	Clinical Trial	Yes
10.1007/s40263-019-00672-w	study_information	NA	3	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02942017
10.1007/s40263-019-00672-w	study_information	NA	3	Country where the clinical trial/observational study was conducted (international if more than one)	usa
10.1007/s40263-019-00672-w	study_information	NA	3	Phase of the clinical trial (clinical trial only)	3
10.1007/s40263-019-00672-w	study_information	NA	3	Number of treatment arms (clinical trial only)	2 or more
10.1007/s40263-019-00672-w	study_information	NA	4	Patient-level data used	No
10.1007/s40263-019-00672-w	study_information	NA	4	Clinical Trial	Yes
10.1007/s40263-019-00672-w	study_information	NA	4	Data source name (only if observational study or clinical trial without NCT)	yonkers et al. (2008)
10.1007/s40263-019-00672-w	study_information	NA	4	Country where the clinical trial/observational study was conducted (international if more than one)	usa
10.1007/s40263-019-00672-w	study_information	NA	4	Number of treatment arms (clinical trial only)	2 or more
10.1007/s40263-021-00805-0	general_information	NA	NA	Medical Condition of Interest Name	relapsing-remitting multiple sclerosis
10.1007/s40263-021-00805-0	general_information	NA	NA	Countries of first author affiliations	usa
10.1007/s40263-021-00805-0	general_information	NA	NA	Countries of last author affiliations	usa
10.1007/s40263-021-00805-0	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	Academic, Pharmaceutical Industry, Private Data Analysis Company
10.1007/s40263-021-00805-0	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Yes
10.1007/s40263-021-00805-0	general_information	NA	NA	Mentioned sources of funding	Pharmaceutical Industry
10.1007/s40263-021-00805-0	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes
10.1007/s40263-021-00805-0	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	Yes
10.1007/s40263-021-00805-0	methodology	1	NA	Treatment name 1	ozanimod
10.1007/s40263-021-00805-0	methodology	1	NA	Study 'number(s)' for treatment 1	1;2
10.1007/s40263-021-00805-0	methodology	1	NA	Treatment name 2	dimethyl fumarate
10.1007/s40263-021-00805-0	methodology	1	NA	Study 'number(s)' for treatment 2	3;4
10.1007/s40263-021-00805-0	methodology	1	NA	Type of population-adjusted indirect comparisons performed	MAIC
10.1007/s40263-021-00805-0	methodology	1	NA	Anchored comparison?	No
10.1007/s40263-021-00805-0	methodology	1	NA	Form of the indirect comparison	Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)
10.1007/s40263-021-00805-0	methodology	1	NA	Definition of a single primary outcome for the indirect comparison	No primary outcome defined, or multiple primary outcomes without any clear distinction between them
10.1007/s40263-021-00805-0	methodology	1	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	annualized relapse rate
10.1007/s40263-021-00805-0	methodology	1	NA	Primary outcome: variable type	Continuous (count, mean, ...)
10.1007/s40263-021-00805-0	methodology	1	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)
10.1007/s40263-021-00805-0	methodology	1	NA	Inclusion of prognostic factors in the adjustment/matching model	Yes
10.1007/s40263-021-00805-0	methodology	1	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	Yes
10.1007/s40263-021-00805-0	methodology	1	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	Yes
10.1007/s40263-021-00805-0	methodology	1	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No
10.1007/s40263-021-00805-0	results	1	NA	Sample size of the population of interest in the non IPD treatment arm	769
10.1007/s40263-021-00805-0	results	1	NA	Initial sample size of the population of interest in the IPD treatment arm	880
10.1007/s40263-021-00805-0	results	1	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	744
10.1007/s40263-021-00805-0	results	1	NA	Reporting of a weights' distribution evaluation (MAIC)	Yes, mentions that the weights distribution has been studied, but weights distribution not reported
10.1007/s40263-021-00805-0	results	1	NA	Reporting of the list of the covariates adjusted for/matched on	Yes
10.1007/s40263-021-00805-0	results	1	NA	Number of covariates adjusted for/matched on	7
10.1007/s40263-021-00805-0	results	1	NA	Covariates adjusted for/matched on in the indirect comparison	Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest, Other(s)
10.1007/s40263-021-00805-0	results	1	NA	Primary outcome: treatment effect contrast	RR
10.1007/s40263-021-00805-0	results	1	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference
10.1007/s40263-021-00805-0	results	1	NA	Primary outcome: adjusted treatment effect	0.8
10.1007/s40263-021-00805-0	results	1	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	[0.67;0.97]
10.1007/s40263-021-00805-0	results	1	NA	lb_ci	0.67
10.1007/s40263-021-00805-0	results	1	NA	ub_ci	0.97
10.1007/s40263-021-00805-0	results	1	NA	pval	NA
10.1007/s40263-021-00805-0	results	1	NA	num_pval	NA
10.1007/s40263-021-00805-0	results	1	NA	ci_cutoff	1
10.1007/s40263-021-00805-0	results	1	NA	significant	FALSE
10.1007/s40263-021-00805-0	study_information	NA	1	Patient-level data used	Yes
10.1007/s40263-021-00805-0	study_information	NA	1	Clinical Trial	Yes
10.1007/s40263-021-00805-0	study_information	NA	1	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02294058
10.1007/s40263-021-00805-0	study_information	NA	1	Country where the clinical trial/observational study was conducted (international if more than one)	international
10.1007/s40263-021-00805-0	study_information	NA	1	Phase of the clinical trial (clinical trial only)	3
10.1007/s40263-021-00805-0	study_information	NA	1	Number of treatment arms (clinical trial only)	2 or more
10.1007/s40263-021-00805-0	study_information	NA	2	Patient-level data used	Yes
10.1007/s40263-021-00805-0	study_information	NA	2	Clinical Trial	Yes
10.1007/s40263-021-00805-0	study_information	NA	2	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02047734
10.1007/s40263-021-00805-0	study_information	NA	2	Country where the clinical trial/observational study was conducted (international if more than one)	international
10.1007/s40263-021-00805-0	study_information	NA	2	Phase of the clinical trial (clinical trial only)	3
10.1007/s40263-021-00805-0	study_information	NA	2	Number of treatment arms (clinical trial only)	2 or more
10.1007/s40263-021-00805-0	study_information	NA	3	Patient-level data used	No
10.1007/s40263-021-00805-0	study_information	NA	3	Clinical Trial	Yes
10.1007/s40263-021-00805-0	study_information	NA	3	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT00451451
10.1007/s40263-021-00805-0	study_information	NA	3	Country where the clinical trial/observational study was conducted (international if more than one)	international
10.1007/s40263-021-00805-0	study_information	NA	3	Phase of the clinical trial (clinical trial only)	3
10.1007/s40263-021-00805-0	study_information	NA	3	Number of treatment arms (clinical trial only)	2 or more
10.1007/s40263-021-00805-0	study_information	NA	4	Patient-level data used	No
10.1007/s40263-021-00805-0	study_information	NA	4	Clinical Trial	Yes
