doi	section	n_itc	study_number	questions	answer	ttt_parsed	others	car_t_cells	atc_code	concept_class_id	concept_name	concept_code_ancestor_ATC 1st	concept_code_ancestor_ATC 2nd	concept_code_ancestor_ATC 3rd	concept_code_ancestor_ATC 4th	concept_name_ancestor_ATC 1st	concept_name_ancestor_ATC 2nd	concept_name_ancestor_ATC 3rd	concept_name_ancestor_ATC 4th
10.1016/j.esmoop.2021.100050	methodology	2	NA	treatment_name_ipd	nivolumab + ipilimumab	ipilimumab	NA	FALSE	L01XC11	ATC 5th	ipilimumab; parenteral	L	L01	L01X	L01XC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Monoclonal antibodies
10.1016/j.esmoop.2021.100050	methodology	2	NA	treatment_name_nonipd	encorafenib + binimetinib	encorafenib	NA	FALSE	L01EC03	ATC 5th	encorafenib; oral	L	L01	L01E	L01EC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	B-raf serine-threonine kinase (BRAF) inhibitors
10.1016/j.esmoop.2021.100050	methodology	2	NA	treatment_name_nonipd	encorafenib + binimetinib	binimetinib	NA	FALSE	L01EE03	ATC 5th	binimetinib; oral	L	L01	L01E	L01EE	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Mitogen-activated protein kinase (MEK) inhibitors
10.1016/j.esmoop.2021.100050	methodology	3	NA	treatment_name_ipd	nivolumab + ipilimumab	nivolumab	NA	FALSE	L01XC17	ATC 5th	nivolumab; parenteral	L	L01	L01X	L01XC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Monoclonal antibodies
10.1016/j.esmoop.2021.100050	methodology	3	NA	treatment_name_ipd	nivolumab + ipilimumab	ipilimumab	NA	FALSE	L01XC11	ATC 5th	ipilimumab; parenteral	L	L01	L01X	L01XC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Monoclonal antibodies
10.1016/j.esmoop.2021.100050	methodology	3	NA	treatment_name_nonipd	vemurafenib + cobimetinib	vemurafenib	NA	FALSE	L01EC01	ATC 5th	vemurafenib; oral	L	L01	L01E	L01EC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	B-raf serine-threonine kinase (BRAF) inhibitors
10.1016/j.esmoop.2021.100050	methodology	3	NA	treatment_name_nonipd	vemurafenib + cobimetinib	cobimetinib	NA	FALSE	L01EE02	ATC 5th	cobimetinib; oral	L	L01	L01E	L01EE	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Mitogen-activated protein kinase (MEK) inhibitors
10.1016/j.euo.2018.09.009	methodology	1	NA	treatment_name_ipd	pembrolizumab	pembrolizumab	NA	FALSE	L01XC18	ATC 5th	pembrolizumab; parenteral	L	L01	L01X	L01XC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Monoclonal antibodies
10.1016/j.euo.2018.09.009	methodology	1	NA	treatment_name_nonipd	carboplatin + gemcitabine	carboplatin	NA	FALSE	L01XA02	ATC 5th	carboplatin; inhalant, parenteral	L	L01	L01X	L01XA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Platinum compounds
10.1016/j.euo.2018.09.009	methodology	1	NA	treatment_name_nonipd	carboplatin + gemcitabine	gemcitabine	NA	FALSE	L01BC05	ATC 5th	gemcitabine; parenteral	L	L01	L01B	L01BC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ANTIMETABOLITES	Pyrimidine analogues
10.1016/j.euo.2018.09.009	methodology	2	NA	treatment_name_ipd	pembrolizumab	pembrolizumab	NA	FALSE	L01XC18	ATC 5th	pembrolizumab; parenteral	L	L01	L01X	L01XC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Monoclonal antibodies
10.1016/j.euo.2018.09.009	methodology	2	NA	treatment_name_nonipd	gemcitabine	gemcitabine	NA	FALSE	L01BC05	ATC 5th	gemcitabine; parenteral	L	L01	L01B	L01BC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ANTIMETABOLITES	Pyrimidine analogues
10.1016/j.jtho.2016.05.029	methodology	1	NA	treatment_name_ipd	ceritinib	ceritinib	NA	FALSE	L01ED02	ATC 5th	ceritinib; oral	L	L01	L01E	L01ED	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Anaplastic lymphoma kinase (ALK) inhibitors
10.1016/j.jtho.2016.05.029	methodology	1	NA	treatment_name_nonipd	crizotinib	crizotinib	NA	FALSE	L01ED01	ATC 5th	crizotinib; oral	L	L01	L01E	L01ED	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Anaplastic lymphoma kinase (ALK) inhibitors
10.1016/j.jval.2018.03.015	methodology	1	NA	treatment_name_ipd	magnetic resonance-guided focused ultrasound	magnetic resonance-guided focused ultrasound	procedure	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.1016/j.jval.2018.03.015	methodology	1	NA	treatment_name_nonipd	unilateral deep brain stimulation	unilateral deep brain stimulation	procedure	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.1016/j.jval.2018.03.015	methodology	2	NA	treatment_name_ipd	magnetic resonance-guided focused ultrasound	magnetic resonance-guided focused ultrasound	procedure	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.1016/j.jval.2018.03.015	methodology	2	NA	treatment_name_nonipd	unilateral deep brain stimulation (dbs)	unilateral deep brain stimulation (dbs)	procedure	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10.1016/j.lungcan.2021.03.020	methodology	1	NA	treatment_name_ipd	pembrolizumab + chemotherapy	pembrolizumab	NA	FALSE	L01XC18	ATC 5th	pembrolizumab; parenteral	L	L01	L01X	L01XC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Monoclonal antibodies
10.1016/j.lungcan.2021.03.020	methodology	1	NA	treatment_name_ipd	pembrolizumab + chemotherapy	chemotherapy	NA	FALSE	L01	ATC 2nd	ANTINEOPLASTIC AGENTS	L	L01	NA	NA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	NA	NA
10.1016/j.lungcan.2021.03.020	methodology	1	NA	treatment_name_nonipd	atezolizumab + chemotherapy	atezolizumab	NA	FALSE	L01XC32	ATC 5th	atezolizumab; parenteral	L	L01	L01X	L01XC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Monoclonal antibodies
10.1016/j.lungcan.2021.03.020	methodology	1	NA	treatment_name_nonipd	atezolizumab + chemotherapy	chemotherapy	NA	FALSE	L01	ATC 2nd	ANTINEOPLASTIC AGENTS	L	L01	NA	NA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	NA	NA
10.1016/j.lungcan.2021.03.020	methodology	2	NA	treatment_name_ipd	pembrolizumab + chemotherapy	pembrolizumab	NA	FALSE	L01XC18	ATC 5th	pembrolizumab; parenteral	L	L01	L01X	L01XC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Monoclonal antibodies
10.1016/j.lungcan.2021.03.020	methodology	2	NA	treatment_name_ipd	pembrolizumab + chemotherapy	chemotherapy	NA	FALSE	L01	ATC 2nd	ANTINEOPLASTIC AGENTS	L	L01	NA	NA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	NA	NA
10.1016/j.lungcan.2021.03.020	methodology	2	NA	treatment_name_nonipd	atezolizumab + bevacizumab + chemotherapy	atezolizumab	NA	FALSE	L01XC32	ATC 5th	atezolizumab; parenteral	L	L01	L01X	L01XC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Monoclonal antibodies
10.1016/j.lungcan.2021.03.020	methodology	2	NA	treatment_name_nonipd	atezolizumab + bevacizumab + chemotherapy	bevacizumab	NA	FALSE	L01XC07	ATC 5th	bevacizumab; ophthalmic, parenteral	L	L01	L01X	L01XC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	Monoclonal antibodies
10.1016/j.lungcan.2021.03.020	methodology	2	NA	treatment_name_nonipd	atezolizumab + bevacizumab + chemotherapy	chemotherapy	NA	FALSE	L01	ATC 2nd	ANTINEOPLASTIC AGENTS	L	L01	NA	NA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	NA	NA
10.1016/j.msard.2021.102972	methodology	1	NA	treatment_name_ipd	ozanimod	ozanimod	NA	FALSE	L04AA38	ATC 5th	ozanimod; oral	L	L04	L04A	L04AA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
10.1016/j.msard.2021.102972	methodology	1	NA	treatment_name_nonipd	teriflunomide	teriflunomide	NA	FALSE	L04AA31	ATC 5th	teriflunomide; oral	L	L04	L04A	L04AA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
10.1080/03007995.2016.1248380	methodology	1	NA	treatment_name_ipd	dimethyl fumarate	dimethyl fumarate	NA	FALSE	L04AX07	ATC 5th	dimethyl fumarate; oral	L	L04	L04A	L04AX	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Other immunosuppressants
10.1080/03007995.2016.1248380	methodology	1	NA	treatment_name_nonipd	fingolimod	fingolimod	NA	FALSE	L04AA27	ATC 5th	fingolimod; oral	L	L04	L04A	L04AA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
10.1080/03007995.2018.1510225	methodology	1	NA	treatment_name_ipd	ponatinib	ponatinib	NA	FALSE	L01EA05	ATC 5th	ponatinib; oral	L	L01	L01E	L01EA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Bcr-abl tyrosine kinase inhibitors
10.1080/03007995.2018.1510225	methodology	1	NA	treatment_name_nonipd	bosutinib	bosutinib	NA	FALSE	L01EA04	ATC 5th	bosutinib; oral	L	L01	L01E	L01EA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Bcr-abl tyrosine kinase inhibitors
10.1080/03007995.2018.1520696	methodology	1	NA	treatment_name_ipd	brigatinib	brigatinib	NA	FALSE	L01ED04	ATC 5th	brigatinib; oral	L	L01	L01E	L01ED	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Anaplastic lymphoma kinase (ALK) inhibitors
10.1080/03007995.2018.1520696	methodology	1	NA	treatment_name_nonipd	ceritinib	ceritinib	NA	FALSE	L01ED02	ATC 5th	ceritinib; oral	L	L01	L01E	L01ED	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Anaplastic lymphoma kinase (ALK) inhibitors
10.1080/03007995.2018.1520696	methodology	2	NA	treatment_name_ipd	brigatinib	brigatinib	NA	FALSE	L01ED04	ATC 5th	brigatinib; oral	L	L01	L01E	L01ED	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Anaplastic lymphoma kinase (ALK) inhibitors
10.1080/03007995.2018.1520696	methodology	2	NA	treatment_name_nonipd	ceritinib	ceritinib	NA	FALSE	L01ED02	ATC 5th	ceritinib; oral	L	L01	L01E	L01ED	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Anaplastic lymphoma kinase (ALK) inhibitors
10.1080/03007995.2018.1520696	methodology	3	NA	treatment_name_ipd	brigatinib	brigatinib	NA	FALSE	L01ED04	ATC 5th	brigatinib; oral	L	L01	L01E	L01ED	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Anaplastic lymphoma kinase (ALK) inhibitors
10.1080/03007995.2018.1520696	methodology	3	NA	treatment_name_nonipd	alectinib	alectinib	NA	FALSE	L01ED03	ATC 5th	alectinib; oral	L	L01	L01E	L01ED	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Anaplastic lymphoma kinase (ALK) inhibitors
10.1080/03007995.2018.1520696	methodology	4	NA	treatment_name_ipd	brigatinib	brigatinib	NA	FALSE	L01ED04	ATC 5th	brigatinib; oral	L	L01	L01E	L01ED	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Anaplastic lymphoma kinase (ALK) inhibitors
10.1080/03007995.2018.1520696	methodology	4	NA	treatment_name_nonipd	alectinib	alectinib	NA	FALSE	L01ED03	ATC 5th	alectinib; oral	L	L01	L01E	L01ED	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Anaplastic lymphoma kinase (ALK) inhibitors
10.1080/03007995.2018.1541443	methodology	1	NA	treatment_name_ipd	ceritinib	ceritinib	NA	FALSE	L01ED02	ATC 5th	ceritinib; oral	L	L01	L01E	L01ED	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Anaplastic lymphoma kinase (ALK) inhibitors
10.1080/03007995.2018.1541443	methodology	1	NA	treatment_name_nonipd	crizotinib	crizotinib	NA	FALSE	L01ED01	ATC 5th	crizotinib; oral	L	L01	L01E	L01ED	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Anaplastic lymphoma kinase (ALK) inhibitors
10.1080/03007995.2019.1585779	methodology	1	NA	treatment_name_ipd	cladribine	cladribine	NA	FALSE	L01BB04	ATC 5th	cladribine; systemic	L	L01	L01B	L01BB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	ANTIMETABOLITES	Purine analogues
10.1080/03007995.2019.1585779	methodology	1	NA	treatment_name_nonipd	alemtuzumab	alemtuzumab	NA	FALSE	L04AA34	ATC 5th	alemtuzumab; parenteral	L	L04	L04A	L04AA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
10.1080/03007995.2019.1605239	methodology	1	NA	treatment_name_ipd	bosutinib	bosutinib	NA	FALSE	L01EA04	ATC 5th	bosutinib; oral	L	L01	L01E	L01EA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Bcr-abl tyrosine kinase inhibitors
10.1080/03007995.2019.1605239	methodology	1	NA	treatment_name_nonipd	dasatinib	dasatinib	NA	FALSE	L01EA02	ATC 5th	dasatinib; oral	L	L01	L01E	L01EA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Bcr-abl tyrosine kinase inhibitors
10.1080/03007995.2019.1605239	methodology	2	NA	treatment_name_ipd	bosutinib	bosutinib	NA	FALSE	L01EA04	ATC 5th	bosutinib; oral	L	L01	L01E	L01EA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Bcr-abl tyrosine kinase inhibitors
10.1080/03007995.2019.1605239	methodology	2	NA	treatment_name_nonipd	nilotinib	nilotinib	NA	FALSE	L01EA03	ATC 5th	nilotinib; oral	L	L01	L01E	L01EA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Bcr-abl tyrosine kinase inhibitors
10.1080/03007995.2020.1747999	methodology	1	NA	treatment_name_ipd	siponimod	siponimod	NA	FALSE	L04AA42	ATC 5th	siponimod; oral	L	L04	L04A	L04AA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
10.1080/03007995.2020.1747999	methodology	1	NA	treatment_name_nonipd	ifnβ-1b 250 μg once every other day (q2d)	ifnβ-1b 250 μg once every other day (q2d)	NA	FALSE	L03AB08	ATC 5th	interferon beta-1b; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.1080/03007995.2020.1747999	methodology	2	NA	treatment_name_ipd	siponimod	siponimod	NA	FALSE	L04AA42	ATC 5th	siponimod; oral	L	L04	L04A	L04AA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
10.1080/03007995.2020.1747999	methodology	2	NA	treatment_name_nonipd	ifnβ-1a 22 μg once weekly (qw)	ifnβ-1a 22 μg once weekly (qw)	NA	FALSE	L03AB07	ATC 5th	interferon beta-1a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.1080/03007995.2020.1747999	methodology	3	NA	treatment_name_ipd	siponimod	siponimod	NA	FALSE	L04AA42	ATC 5th	siponimod; oral	L	L04	L04A	L04AA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
10.1080/03007995.2020.1747999	methodology	3	NA	treatment_name_nonipd	natalizumab	natalizumab	NA	FALSE	L04AA23	ATC 5th	natalizumab; parenteral	L	L04	L04A	L04AA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
10.1080/03007995.2020.1747999	methodology	4	NA	treatment_name_ipd	siponimod	siponimod	NA	FALSE	L04AA42	ATC 5th	siponimod; oral	L	L04	L04A	L04AA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
10.1080/03007995.2020.1747999	methodology	4	NA	treatment_name_nonipd	sc ifnβ-1a 22 μg three times weekly	sc ifnβ-1a 22 μg three times weekly	NA	FALSE	L03AB07	ATC 5th	interferon beta-1a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.1080/03007995.2020.1747999	methodology	5	NA	treatment_name_ipd	siponimod	siponimod	NA	FALSE	L04AA42	ATC 5th	siponimod; oral	L	L04	L04A	L04AA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
10.1080/03007995.2020.1747999	methodology	5	NA	treatment_name_nonipd	sc ifnβ-1a 44 μg three times weekly	sc ifnβ-1a 44 μg three times weekly	NA	FALSE	L03AB07	ATC 5th	interferon beta-1a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.1080/03007995.2020.1747999	methodology	6	NA	treatment_name_ipd	siponimod	siponimod	NA	FALSE	L04AA42	ATC 5th	siponimod; oral	L	L04	L04A	L04AA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
10.1080/03007995.2020.1747999	methodology	6	NA	treatment_name_nonipd	ifnβ-1b 8 miu once every other day	ifnβ-1b 8 miu once every other day	NA	FALSE	L03AB08	ATC 5th	interferon beta-1b; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.1080/03007995.2020.1747999	methodology	7	NA	treatment_name_ipd	siponimod	siponimod	NA	FALSE	L04AA42	ATC 5th	siponimod; oral	L	L04	L04A	L04AA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
10.1080/03007995.2020.1747999	methodology	7	NA	treatment_name_nonipd	im ifnβ-1a 60 μg once weekly	im ifnβ-1a 60 μg once weekly	NA	FALSE	L03AB07	ATC 5th	interferon beta-1a; parenteral	L	L03	L03A	L03AB	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSTIMULANTS	IMMUNOSTIMULANTS	Interferons
10.1080/03007995.2021.1896489	methodology	1	NA	treatment_name_ipd	bosutinib	bosutinib	NA	FALSE	L01EA04	ATC 5th	bosutinib; oral	L	L01	L01E	L01EA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Bcr-abl tyrosine kinase inhibitors
10.1080/03007995.2021.1896489	methodology	1	NA	treatment_name_nonipd	nilotinib	nilotinib	NA	FALSE	L01EA03	ATC 5th	nilotinib; oral	L	L01	L01E	L01EA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Bcr-abl tyrosine kinase inhibitors
10.1080/03007995.2021.1896489	methodology	2	NA	treatment_name_ipd	bosutinib	bosutinib	NA	FALSE	L01EA04	ATC 5th	bosutinib; oral	L	L01	L01E	L01EA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Bcr-abl tyrosine kinase inhibitors
10.1080/03007995.2021.1896489	methodology	2	NA	treatment_name_nonipd	dasatinib	dasatinib	NA	FALSE	L01EA02	ATC 5th	dasatinib; oral	L	L01	L01E	L01EA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	PROTEIN KINASE INHIBITORS	Bcr-abl tyrosine kinase inhibitors
10.1080/03007995.2021.1947216	methodology	1	NA	treatment_name_ipd	onasemnogene abeparvovec	onasemnogene abeparvovec	NA	FALSE	M09AX09	ATC 5th	onasemnogene abeparvovec; parenteral	M	M09	M09A	M09AX	MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	Other drugs for disorders of the musculo-skeletal system
10.1080/03007995.2021.1947216	methodology	1	NA	treatment_name_nonipd	nusinersen	nusinersen	NA	FALSE	M09AX07	ATC 5th	nusinersen; systemic	M	M09	M09A	M09AX	MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM	Other drugs for disorders of the musculo-skeletal system
10.1080/03007995.2021.1953456	methodology	1	NA	treatment_name_ipd	ciltacabtagene autoleucel	ciltacabtagene autoleucel	NA	TRUE	L01XL05	NA	NA	L	L01	L01X	L01XL	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC CELL AND GENE THERAPY
10.1080/03007995.2021.1953456	methodology	1	NA	treatment_name_nonipd	idecabtagene vicleucel	idecabtagene vicleucel	NA	TRUE	L01XL07	NA	NA	L	L01	L01X	L01XL	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	ANTINEOPLASTIC AGENTS	OTHER ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC CELL AND GENE THERAPY
10.1080/03007995.2021.1971182	methodology	1	NA	treatment_name_ipd	pegcetacoplan	pegcetacoplan	NA	FALSE	L04AA54	NA	NA	L	L04	L04A	L04AA	NERVOUS ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
10.1080/03007995.2021.1971182	methodology	1	NA	treatment_name_nonipd	ravulizumab	ravulizumab	NA	FALSE	L04AA43	ATC 5th	ravulizumab; parenteral	L	L04	L04A	L04AA	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Selective immunosuppressants
10.1080/03007995.2022.2030112	methodology	1	NA	treatment_name_ipd	amlodipine 5 mg + bisoprolol 5 mg	amlodipine 5 mg	NA	FALSE	C08CA01	ATC 5th	amlodipine; oral	C	C08	C08C	C08CA	CARDIOVASCULAR SYSTEM	CALCIUM CHANNEL BLOCKERS	SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS	Dihydropyridine derivatives
10.1080/03007995.2022.2030112	methodology	1	NA	treatment_name_ipd	amlodipine 5 mg + bisoprolol 5 mg	bisoprolol 5 mg	NA	FALSE	C07AB07	ATC 5th	bisoprolol; oral	C	C07	C07A	C07AB	CARDIOVASCULAR SYSTEM	BETA BLOCKING AGENTS	BETA BLOCKING AGENTS	Beta blocking agents, selective
10.1080/03007995.2022.2030112	methodology	1	NA	treatment_name_nonipd	amlodipine 10mg,	amlodipine 10mg,	NA	FALSE	C08CA01	ATC 5th	amlodipine; oral	C	C08	C08C	C08CA	CARDIOVASCULAR SYSTEM	CALCIUM CHANNEL BLOCKERS	SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS	Dihydropyridine derivatives
10.1080/09546634.2020.1747592	methodology	1	NA	treatment_name_ipd	ixekizumab	ixekizumab	NA	FALSE	L04AC13	ATC 5th	ixekizumab; parenteral	L	L04	L04A	L04AC	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS	IMMUNOSUPPRESSANTS	IMMUNOSUPPRESSANTS	Interleukin inhibitors
