doi,PMID,included,full_article,exclusion_reasons,third,during_extraction
10.2340/00015555-3219,31099402,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jclinepi.2019.04.023,31059803,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1097/md.0000000000015508,31045839,FALSE,FALSE,protocol,FALSE,FALSE
10.1002/bimj.201800167,31021449,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1002/ijc.32366,31018251,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jmig.2019.04.004,30965114,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1080/03007995.2019.1605239,30964361,TRUE,TRUE,NA,FALSE,FALSE
10.1007/s12325-019-00938-1,30963514,FALSE,FALSE,no_paitc,FALSE,FALSE
NA,35157413,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s10238-019-00552-z,30900099,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1186/s13223-019-0328-3,30899278,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s12325-019-00923-8,30879249,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s12325-019-00912-x,30864105,FALSE,FALSE,no_paitc,FALSE,FALSE
10.2217/imt-2018-0208,30852924,TRUE,TRUE,NA,FALSE,FALSE
10.1371/journal.pone.0212899,30835737,FALSE,FALSE,no_paitc,FALSE,FALSE
10.2217/cer-2018-0141,30806520,TRUE,TRUE,NA,FALSE,FALSE
10.1080/03007995.2019.1585779,30786783,TRUE,TRUE,NA,FALSE,FALSE
10.1007/s12325-019-0873-7,30758745,TRUE,TRUE,NA,FALSE,FALSE
10.1080/14737167.2019.1580572,30758237,FALSE,TRUE,no_paitc,FALSE,FALSE
10.1080/00365521.2019.1569124,30735443,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1080/03007995.2019.1580094,30727745,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s13300-019-0569-7,30706364,FALSE,TRUE,no_paitc,FALSE,FALSE
NA,31211542,FALSE,FALSE,review,FALSE,FALSE
10.1177/0962280219826609,30698076,FALSE,FALSE,methodological,FALSE,FALSE
10.1080/17474086.2019.1575202,30689458,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1186/s13075-019-1812-3,30670074,FALSE,FALSE,methodological,FALSE,FALSE
10.1016/j.jval.2018.06.018,30661638,FALSE,FALSE,methodological,FALSE,FALSE
10.1080/03007995.2019.1571297,30649973,FALSE,TRUE,no_paitc,FALSE,FALSE
10.1016/j.ijsu.2019.01.001,30639473,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jaci.2018.11.024,30639069,FALSE,FALSE,not_original_article,FALSE,FALSE
10.1016/s2213-8587(18)30314-0,30635226,FALSE,FALSE,no_paitc,FALSE,FALSE
10.2196/mhealth.9329,30617044,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jaci.2018.11.005,30612667,FALSE,FALSE,not_original_article,FALSE,FALSE
10.1007/s40273-018-0759-6,30610657,FALSE,FALSE,no_itc,FALSE,FALSE
10.1016/j.jaip.2018.11.008,30598174,FALSE,FALSE,not_original_article,FALSE,FALSE
NA,30595674,FALSE,FALSE,methodological,FALSE,FALSE
10.1186/s12886-018-1006-9,30591022,FALSE,TRUE,no_paitc,FALSE,FALSE
10.2147/ceor.s180491,30588048,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1186/s12885-018-5157-0,30567533,TRUE,TRUE,NA,FALSE,FALSE
10.2217/imt-2018-0168,30563395,FALSE,TRUE,other_paitc,FALSE,FALSE
10.2147/ceor.s178934,30532569,FALSE,FALSE,other_paitc,FALSE,FALSE
10.1080/14656566.2018.1554648,30489166,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1080/13696998.2018.1551227,30474450,FALSE,TRUE,other_paitc,FALSE,FALSE
10.1111/jdv.15369,30472749,TRUE,TRUE,NA,FALSE,FALSE
10.1007/s40273-018-0744-0,30465228,FALSE,FALSE,review,FALSE,FALSE
10.2147/ceor.s177338,30464564,FALSE,FALSE,no_paitc,FALSE,FALSE
10.2147/ceor.s177324,30464563,FALSE,TRUE,no_paitc,FALSE,FALSE
10.1136/bmjopen-2018-024736,30429149,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40273-018-0737-z,30426462,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.critrevonc.2018.10.004,30401604,FALSE,FALSE,no_paitc,FALSE,FALSE
10.5152/eurjrheum.2018.18162,30388073,TRUE,TRUE,NA,FALSE,FALSE
10.1080/03007995.2018.1541443,30362839,TRUE,TRUE,NA,FALSE,FALSE
10.2147/copd.s173472,30349228,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jval.2018.03.015,30314617,TRUE,TRUE,NA,FALSE,FALSE
10.1093/aje/kwy233,30312378,FALSE,FALSE,wrong_topic,FALSE,FALSE
10.1183/13993003.01393-2018,30309978,TRUE,TRUE,NA,FALSE,FALSE
10.1001/jamapediatrics.2018.2530,30304407,FALSE,FALSE,no_itc,FALSE,FALSE
10.1080/13696998.2018.1534738,30303022,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40273-018-0720-8,30298279,FALSE,FALSE,review,FALSE,FALSE
10.1007/s40273-018-0723-5,30293207,FALSE,FALSE,review,FALSE,FALSE
10.1080/03007995.2018.1520696,30286627,TRUE,TRUE,NA,FALSE,FALSE
10.4244/eij-d-18-00550,30277463,FALSE,FALSE,no_paitc,FALSE,FALSE
NA,30942989,FALSE,TRUE,not_original_article,FALSE,FALSE
10.1186/s13643-018-0805-7,30227896,FALSE,FALSE,no_paitc,FALSE,FALSE
10.3310/hta22490,30209002,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jaci.2018.08.031,30205189,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1080/13696998.2018.1521416,30188231,FALSE,TRUE,no_paitc,FALSE,FALSE
10.2217/cer-2018-0020,30168349,TRUE,TRUE,NA,FALSE,FALSE
10.1177/1479972318790269,30101613,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.seizure.2018.08.001,30096625,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1080/03007995.2018.1510225,30086654,TRUE,TRUE,NA,FALSE,FALSE
10.1093/europace/euy160,30052894,TRUE,TRUE,NA,FALSE,FALSE
10.1007/s40273-018-0689-3,30030817,FALSE,FALSE,other_paitc,FALSE,FALSE
10.1136/bmjopen-2017-019110,29961001,FALSE,FALSE,review,FALSE,FALSE
10.1136/bjsports-2017-098998,29954828,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1186/s12874-018-0509-7,29954322,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s12325-018-0734-9,29949047,TRUE,TRUE,NA,FALSE,FALSE
10.1007/s13300-018-0456-7,29949014,FALSE,FALSE,no_paitc,FALSE,FALSE
10.2147/cmar.s163478,29861642,TRUE,TRUE,NA,FALSE,FALSE
10.1093/annonc/mdy071,29788164,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s11096-018-0656-2,29785685,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1080/17474086.2018.1475226,29764245,TRUE,TRUE,NA,FALSE,FALSE
10.1016/j.jval.2018.02.008,29753347,FALSE,FALSE,methodological,FALSE,FALSE
10.1080/2162402x.2017.1343774,31646068,FALSE,FALSE,methodological,FALSE,FALSE
10.2217/cer-2017-0085,29692179,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/bju.14249,29645352,FALSE,FALSE,no_itc,FALSE,FALSE
10.1371/journal.pone.0195790,29641566,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.ajog.2018.03.028,29630885,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1136/bmjopen-2017-019555,29627809,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1097/xeb.0000000000000140,29621039,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1080/13696998.2018.1461630,29618273,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40744-018-0106-6,29605841,TRUE,TRUE,NA,FALSE,FALSE
10.1111/add.14171,29589873,FALSE,TRUE,no_paitc,FALSE,FALSE
10.2217/cer-2017-0092,29589475,FALSE,FALSE,review,FALSE,FALSE
10.1093/carcin/bgy048,29579174,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1097/brs.0000000000002647,29570121,TRUE,TRUE,NA,FALSE,FALSE
10.2217/cer-2017-0023,29537878,FALSE,FALSE,methodological,FALSE,FALSE
10.1007/s10198-018-0964-4,29524005,FALSE,FALSE,no_paitc,FALSE,FALSE
NA,29521644,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1371/journal.pone.0191657,29513676,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1097/yic.0000000000000215,29494348,FALSE,FALSE,methodological,FALSE,FALSE
10.1007/s40273-018-0627-4,29480454,FALSE,FALSE,not_original_article,FALSE,FALSE
10.1080/13696998.2018.1443111,29458286,TRUE,TRUE,NA,FALSE,FALSE
10.1371/journal.pone.0191953,29408938,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/ijcp.13052,29381246,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1136/eb-2017-102718,29330217,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1002/hup.2646,29327372,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jval.2017.05.025,29304933,FALSE,FALSE,no_paitc,FALSE,FALSE
10.2147/jpr.s150600,29302193,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1002/14651858.cd011535.pub2,29271481,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40261-017-0611-3,29247383,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1159/000481314,29234637,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/apt.14449,29205421,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1186/s40734-017-0067-x,29201386,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.eplepsyres.2017.11.008,29197667,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1634/theoncologist.2017-0103,29192016,TRUE,TRUE,NA,FALSE,FALSE
10.1007/s41030-017-0048-0,32026346,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40273-017-0592-3,29178025,FALSE,FALSE,not_original_article,FALSE,FALSE
10.1080/03007995.2017.1410121,29172760,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/bjd.16140,29171861,TRUE,TRUE,NA,FALSE,FALSE
10.1080/13696998.2017.1409228,29164973,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1080/13696998.2017.1405816,29139314,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40273-017-0579-0,29139001,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.fct.2017.11.007,29126800,FALSE,FALSE,wrong_topic,FALSE,FALSE
10.1200/cci.17.00079,30657401,FALSE,FALSE,methodological,FALSE,FALSE
10.1007/s40273-017-0581-6,29086363,FALSE,FALSE,not_original_article,FALSE,FALSE
10.1007/s11239-017-1562-5,29043538,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.eururo.2017.10.002,29037513,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s12223-017-0549-0,28971316,FALSE,FALSE,wrong_topic,FALSE,FALSE
10.1016/j.clinthera.2017.08.010,28967482,TRUE,TRUE,NA,FALSE,FALSE
10.1002/mdc3.12483,28920068,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1002/14651858.cd008814.pub2,28901021,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1080/13696998.2017.1377718,28880737,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40258-017-0350-x,28866822,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.surg.2017.07.013,28864100,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40263-017-0462-8,28856580,FALSE,FALSE,methodological,FALSE,FALSE
10.1016/j.seizure.2017.07.017,28854405,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1177/0272989x17725740,28823204,FALSE,FALSE,methodological,FALSE,FALSE
10.1007/s40744-017-0070-6,28762213,TRUE,TRUE,NA,FALSE,FALSE
10.1111/wrr.12559,28742235,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1186/s12962-017-0077-4,28736505,FALSE,TRUE,other_paitc,FALSE,FALSE
10.1002/jrsm.1257,28732142,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jval.2017.03.010,28712616,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1080/02770903.2017.1337789,28708944,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40487-017-0048-0,28680955,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.euroneuro.2017.05.009,28663124,FALSE,TRUE,no_paitc,FALSE,FALSE
10.1016/j.vhri.2016.10.002,28648305,FALSE,FALSE,other_paitc,FALSE,FALSE
10.1186/s13643-017-0511-x,28646922,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.clinthera.2017.05.346,28641997,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1177/1078155217714859,28614980,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1155/2017/6121760,28607774,TRUE,TRUE,NA,FALSE,FALSE
10.1080/03007995.2017.1341869,28604117,FALSE,FALSE,no_itc,FALSE,FALSE
10.1016/j.jclinepi.2017.06.004,28603010,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s12325-017-0564-1,28573505,TRUE,TRUE,NA,FALSE,FALSE
10.2217/cer-2017-0028,28556675,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.fct.2017.05.043,28552513,FALSE,FALSE,wrong_topic,FALSE,FALSE
10.1093/icvts/ivx150,28549125,FALSE,TRUE,no_paitc,FALSE,FALSE
10.1016/j.ijsu.2017.04.060,28522221,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1002/sim.7326,28497561,FALSE,FALSE,methodological,FALSE,FALSE
10.1002/ajh.24781,28474745,FALSE,TRUE,no_paitc,FALSE,FALSE
10.1097/yic.0000000000000177,28430670,FALSE,FALSE,no_paitc,FALSE,FALSE
10.18632/oncotarget.16230,28415774,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1038/scsandc.2016.42,28382213,FALSE,FALSE,wrong_topic,FALSE,FALSE
10.5213/inj.1734826.413,28361519,FALSE,FALSE,no_paitc,FALSE,FALSE
10.3414/me15-02-0016,28361159,FALSE,FALSE,methodological,FALSE,FALSE
10.2217/cer-2016-0085,28350241,TRUE,TRUE,NA,FALSE,FALSE
10.1080/03007995.2017.1294560,28294636,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s13318-017-0409-y,28283987,FALSE,FALSE,no_itc,FALSE,FALSE
10.1177/1352458517690272,28273772,FALSE,FALSE,no_paitc,FALSE,FALSE
NA,28272725,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1186/s40734-017-0051-5,28265459,TRUE,TRUE,NA,FALSE,FALSE
10.1002/nau.23189,28220521,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.rmed.2016.12.009,28137490,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1186/s13643-017-0413-y,28122640,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1183/16000617.0043-2016,28096283,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40258-016-0301-y,28063135,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.clinthera.2016.12.001,28062113,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1186/s13045-016-0369-8,28052762,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s12325-016-0464-9,28000169,FALSE,FALSE,no_paitc,FALSE,FALSE
10.3892/br.2016.766,27882214,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/iwj.12687,27868341,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.ijcard.2016.11.253,27866023,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1038/srep37208,27848997,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1371/journal.pone.0165629,27806087,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1080/14737140.2016.1247697,27734713,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.eplepsyres.2016.08.006,27543806,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1684/ejd.2016.2822,27352420,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.leukres.2016.09.005,27657652,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40273-016-0460-6,27778240,FALSE,FALSE,review,FALSE,FALSE
10.1016/j.yebeh.2016.09.030,27736657,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1080/03007995.2016.1248380,27733070,TRUE,TRUE,NA,FALSE,FALSE
10.1186/s12874-016-0224-1,27716074,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.seizure.2016.08.007,27710868,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.ctrv.2016.09.001,27676174,FALSE,FALSE,no_paitc,FALSE,FALSE
10.3851/imp3089,27646863,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1002/hec.3408,27620206,FALSE,FALSE,methodological,FALSE,FALSE
10.1016/j.jval.2016.03.1856,27565278,FALSE,TRUE,no_paitc,FALSE,FALSE
10.1007/s00330-016-4548-3,27562480,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40258-016-0271-0,27550239,TRUE,TRUE,NA,FALSE,FALSE
10.1002/jrsm.1202,27529762,FALSE,FALSE,wrong_topic,FALSE,FALSE
10.1177/0962280216660741,27487843,FALSE,FALSE,no_paitc,FALSE,FALSE
10.3310/pgfar04130,27583319,FALSE,FALSE,review,FALSE,FALSE
10.2147/jbm.s104074,27445511,TRUE,TRUE,NA,FALSE,FALSE
NA,27384635,FALSE,FALSE,no_paitc,FALSE,FALSE
10.2147/opth.s100764,27366049,FALSE,FALSE,no_itc,FALSE,FALSE
10.1016/j.jval.2015.12.018,27325329,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40273-016-0417-9,27289476,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jtho.2016.05.029,27288979,TRUE,TRUE,NA,FALSE,FALSE
10.1007/s40273-016-0418-8,27278217,FALSE,FALSE,not_original_article,FALSE,FALSE
10.1016/j.cgh.2016.04.039,27189910,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1002/dmrr.2818,27155214,FALSE,FALSE,no_paitc,FALSE,FALSE
10.5935/abc.20160052,27142793,FALSE,FALSE,no_paitc,FALSE,FALSE
10.3310/hta20340,27135404,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1186/s12874-016-0146-y,27116943,FALSE,FALSE,review,FALSE,FALSE
10.1016/j.clinthera.2016.03.018,27091732,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1097/md.0000000000003185,27082558,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/jcpt.12390,27079278,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s12325-016-0313-x,26979173,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.clbc.2016.02.007,26971303,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1185/03007995.2016.1163256,26949899,FALSE,FALSE,no_paitc,FALSE,FALSE
10.3310/hta20170,26933827,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1136/bmjopen-2015-009122,26908514,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1185/03007995.2016.1157463,26907083,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1097/cad.0000000000000335,26886011,FALSE,FALSE,review,FALSE,FALSE
10.1007/s12325-016-0299-4,26883661,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1002/sim.6883,26841367,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.clinthera.2015.12.017,26839044,TRUE,TRUE,NA,FALSE,FALSE
10.1016/j.chest.2015.11.013,26836914,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1185/03007995.2016.1149056,26824145,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.hrtlng.2015.12.008,26804561,FALSE,FALSE,no_paitc,FALSE,FALSE
10.2217/cer.15.69,26793987,TRUE,TRUE,NA,FALSE,FALSE
10.1007/s10557-015-6636-z,26780905,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1136/bmjopen-2015-010251,26769792,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1002/jrsm.1195,26754852,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s10147-015-0938-9,26733020,FALSE,TRUE,no_paitc,FALSE,FALSE
10.1111/1753-0407.12372,26729046,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1136/bmjopen-2015-010160,26719325,FALSE,FALSE,protocol,FALSE,FALSE
10.1007/s00228-015-1998-5,26671239,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1185/03007995.2015.1128404,26637048,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.clinthera.2015.09.013,26602976,TRUE,TRUE,NA,FALSE,FALSE
10.1016/j.cct.2015.11.010,26586608,FALSE,FALSE,no_itc,FALSE,FALSE
10.1586/14737167.2016.1102636,26495961,FALSE,FALSE,no_itc,FALSE,FALSE
10.1016/j.clinthera.2015.09.005,26477648,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1185/03007995.2015.1106934,26455472,TRUE,TRUE,NA,FALSE,FALSE
NA,29144701,FALSE,FALSE,review,FALSE,FALSE
10.2217/cer.15.49,26390233,TRUE,TRUE,NA,FALSE,FALSE
10.1097/gme.0000000000000552,26382309,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/biom.12388,26363775,FALSE,FALSE,methodological,FALSE,FALSE
10.1371/journal.pone.0137533,26355679,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/liv.12959,26352650,FALSE,FALSE,no_paitc,FALSE,FALSE
10.2147/ott.s88700,26346974,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/hepr.12584,26331530,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1177/1078155215603230,26320127,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jval.2015.02.013,26297097,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40263-015-0271-x,26293745,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1002/jrsm.1160,26287812,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/1755-5922.12150,26280110,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1002/hep.27999,26189925,FALSE,FALSE,no_paitc,FALSE,FALSE
10.2217/cer.15.33,26159375,TRUE,TRUE,NA,FALSE,FALSE
10.1186/s12962-015-0037-9,26124700,FALSE,FALSE,no_paitc,FALSE,FALSE
NA,29144655,FALSE,FALSE,review,FALSE,FALSE
NA,28609085,FALSE,FALSE,review,FALSE,FALSE
10.1007/s00228-015-1889-9,26105964,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1002/jrsm.1129,26099484,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1053/j.gastro.2015.06.006,26091937,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s00228-015-1878-z,26062932,FALSE,FALSE,no_paitc,FALSE,FALSE
10.3111/13696998.2015.1052462,25985265,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1371/journal.pone.0126704,25961824,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1136/bmjopen-2014-007103,25926144,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1002/sim.6519,25924975,FALSE,FALSE,methodological,FALSE,FALSE
10.1007/s40273-015-0276-9,25906420,FALSE,TRUE,no_paitc,FALSE,FALSE
10.1186/s12874-015-0007-0,25887646,FALSE,FALSE,methodological,FALSE,FALSE
10.7399/fh.2015.39.2.8218,25817087,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40273-015-0271-1,25795232,FALSE,FALSE,methodological,FALSE,FALSE
10.1016/j.jval.2014.10.012,25773559,FALSE,FALSE,no_paitc,FALSE,FALSE
10.2147/ndt.s72642,25624763,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.ijcard.2015.01.023,25585376,FALSE,FALSE,no_paitc,FALSE,FALSE
10.2147/clep.s70853,25565891,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/hepr.12467,25559771,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.ijcard.2014.12.037,25555272,FALSE,FALSE,no_paitc,FALSE,FALSE
10.2174/1874210601509010438,26962372,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1136/bmjopen-2014-006770,25534216,FALSE,FALSE,protocol,FALSE,FALSE
10.1186/1471-2288-14-139,25533141,FALSE,FALSE,no_itc,FALSE,FALSE
10.1002/ejp.649,25530283,FALSE,FALSE,review,FALSE,FALSE
10.1016/j.ejso.2014.11.039,25491892,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jclinepi.2014.10.005,25475365,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.clml.2014.09.008,25445467,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.clinthera.2014.09.015,25438722,FALSE,TRUE,no_paitc,FALSE,FALSE
10.1186/2046-4053-3-134,25387478,FALSE,FALSE,no_paitc,FALSE,FALSE
10.3928/01477447-20141023-07,25361361,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jval.2014.08.165,27202690,FALSE,TRUE,not_original_article,FALSE,FALSE
10.1016/j.jval.2014.08.2173,27202157,FALSE,TRUE,not_original_article,FALSE,FALSE
10.1185/03007995.2014.977992,25356603,TRUE,TRUE,NA,FALSE,FALSE
10.3205/000199,25332702,FALSE,FALSE,no_paitc,FALSE,FALSE
10.4103/2229-3485.140550,25276624,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1053/j.gastro.2014.09.031,25263803,FALSE,FALSE,no_paitc,FALSE,FALSE
10.18565/cardio.2014.7.43-52,25177813,FALSE,FALSE,no_paitc,FALSE,FALSE
NA,25275206,FALSE,FALSE,no_paitc,FALSE,FALSE
10.2147/copd.s59673,25114521,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1093/jac/dku261,25074856,FALSE,FALSE,no_paitc,FALSE,FALSE
NA,25056161,FALSE,FALSE,no_paitc,FALSE,FALSE
10.3892/mco.2014.323,25054058,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1038/clpt.2014.144,24987832,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1186/1471-2407-14-471,24972449,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.jval.2014.01.008,24969003,FALSE,TRUE,no_paitc,FALSE,FALSE
10.1016/j.jval.2014.02.013,24969002,FALSE,FALSE,no_paitc,FALSE,FALSE
10.18553/jmcp.2014.20.7.657,24967519,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1111/aogs.12441,24909191,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s40261-014-0203-4,24895141,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1186/2046-4053-3-46,24887172,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1586/14787210.2014.917046,24869718,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1097/coc.0000000000000081,24824144,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.aprim.2014.01.006,24796656,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1185/03007995.2014.908279,24773456,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1016/j.thromres.2014.03.035,24713109,FALSE,FALSE,no_paitc,FALSE,FALSE
10.1007/s00296-014-2994-2,24691560,FALSE,FALSE,no_paitc,FALSE,FALSE
