doi,PMID,section,ITC num,Ind studies num,questions,reviewer 1,reviewer 2,decision,identical,Notes reviewer 1,Notes reviewer 2,reviewer
10.2147/jbm.s206806,31417326,results,4,NA,Reporting of a weights' distribution evaluation (MAIC),NA,NA,Not mentioned,TRUE,NA,NA,NA
10.2147/jbm.s206806,31417326,results,4,NA,Reporting of the list of the covariates adjusted for/matched on,Yes,No,Yes,FALSE,NA,NA,NA
10.2147/jbm.s206806,31417326,results,4,NA,Primary outcome: treatment effect contrast,NA,NA,Means difference,TRUE,NA,NA,NA
10.2147/jbm.s206806,31417326,results,4,NA,Direction of the treatment effect contrast: IPD treatment is:,NA,NA,"Numerator if ratio, or left side if difference",TRUE,NA,NA,NA
10.2147/jbm.s206806,31417326,results,4,NA,Primary outcome: unadjusted treatment effect,NA,NA,0.03,TRUE,NA,NA,NA
10.2147/jbm.s206806,31417326,results,4,NA,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",NA,NA,[-0.32;0.37],TRUE,NA,NA,NA
10.2147/jbm.s206806,31417326,results,4,NA,Primary outcome: adjusted treatment effect,NA,NA,0.07,TRUE,NA,NA,NA
10.2147/jbm.s206806,31417326,results,4,NA,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",NA,NA,[-0.32;0.46],TRUE,NA,NA,NA
10.2147/jbm.s206806,31417326,results,4,NA,Number of covariates adjusted for/matched on,3,NA,3,FALSE,NA,NA,NA
10.2147/jbm.s206806,31417326,results,4,NA,Covariates adjusted for/matched on in the indirect comparison,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity",NA,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity",FALSE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,general_information,NA,NA,Medical Condition of Interest Name,NA,NA,postpartum depression,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,general_information,NA,NA,Countries of first author affiliations,NA,NA,uk,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,general_information,NA,NA,Countries of last author affiliations,NA,NA,usa,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,general_information,NA,NA,"Positions of study investigators (for any authors of the article, any that applies)",NA,NA,"Pharmaceutical Industry, Private Data Analysis Company",TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,general_information,NA,NA,"At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company",NA,NA,Yes,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,general_information,NA,NA,Mentioned sources of funding,NA,NA,Pharmaceutical Industry,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,general_information,NA,NA,"Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article",NA,NA,Yes,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,general_information,NA,NA,Mention of a systematic review to find the studies to compare treatments of interest,NA,NA,Yes,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,1,Patient-level data used,NA,NA,Yes,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,1,Clinical Trial,NA,NA,Yes,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,1,NCT (only for clinical trial registered on clinicaltrials.gov),NA,NA,NCT02614547,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,1,Country where the clinical trial/observational study was conducted (international if more than one),NA,NA,usa,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,1,Phase of the clinical trial (clinical trial only),NA,NA,2,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,1,Number of treatment arms (clinical trial only),2 or more,1 or more,XXXX,FALSE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,2,Patient-level data used,NA,NA,Yes,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,2,Clinical Trial,NA,NA,Yes,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,2,NCT (only for clinical trial registered on clinicaltrials.gov),NA,NA,NCT02942004,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,2,Country where the clinical trial/observational study was conducted (international if more than one),NA,NA,usa,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,2,Phase of the clinical trial (clinical trial only),NA,NA,3,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,2,Number of treatment arms (clinical trial only),2 or more,1 or more,XXXX,FALSE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,3,Patient-level data used,NA,NA,Yes,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,3,Clinical Trial,NA,NA,Yes,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,3,NCT (only for clinical trial registered on clinicaltrials.gov),NA,NA,NCT02942017,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,3,Country where the clinical trial/observational study was conducted (international if more than one),NA,NA,usa,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,3,Phase of the clinical trial (clinical trial only),NA,NA,3,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,3,Number of treatment arms (clinical trial only),NA,NA,2 or more,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,4,Patient-level data used,NA,NA,No,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,4,Clinical Trial,NA,NA,Yes,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,4,Data source name (only if observational study or clinical trial without NCT),NA,NA,yonkers et al. (2008),TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,4,Country where the clinical trial/observational study was conducted (international if more than one),NA,NA,usa,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,4,Number of treatment arms (clinical trial only),NA,NA,2 or more,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,5,Patient-level data used,NA,No,XXXX,FALSE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,5,Clinical Trial,NA,Yes,XXXX,FALSE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,5,Data source name (only if observational study or clinical trial without NCT),NA,sharp et al. (2010),sharp et al. (2010),FALSE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,5,Country where the clinical trial/observational study was conducted (international if more than one),NA,uk,XXXX,FALSE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,study_information,NA,5,Number of treatment arms (clinical trial only),NA,2 or more,XXXX,FALSE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,methodology,1,NA,Treatment name 1,NA,NA,brexanolone,TRUE,"Performed in the context of a NMA, to connect to the NMA network be used with other ITC. Results extracted from supplemental Tables 4 and 6",Results and ESS from Supplementary materials,NA
10.1007/s40263-019-00672-w,31642037,methodology,1,NA,Study 'number(s)' for treatment 1,NA,NA,1;2;3,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,methodology,1,NA,Treatment name 2,NA,NA,placebo,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,methodology,1,NA,Study 'number(s)' for treatment 2,NA,NA,4,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,methodology,1,NA,Type of population-adjusted indirect comparisons performed,NA,NA,MAIC,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,methodology,1,NA,Anchored comparison?,NA,NA,No,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,methodology,1,NA,Form of the indirect comparison,NA,NA,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)",TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,methodology,1,NA,Definition of a single primary outcome for the indirect comparison,NA,NA,"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,methodology,1,NA,Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined),change from baseline hamilton-depression scale,change from baseline for the hamilton rating scale for depression,change from baseline for the hamilton rating scale for depression,FALSE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,methodology,1,NA,Primary outcome: variable type,NA,NA,"Continuous (count, mean, ...)",TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,methodology,1,NA,Justification for selecting variables to be included in the adjustment model (in the main text),NA,NA,"Nothing mentioned, not reported",TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,methodology,1,NA,Inclusion of prognostic factors in the adjustment/matching model,NA,NA,No discussion (in the main text) of the status of prognostic factors of the variables,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,methodology,1,NA,Inclusion of treatment-effect modifiers in the adjustment/matching model,NA,NA,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,methodology,1,NA,"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)",NA,NA,Yes,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,methodology,1,NA,Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale),NA,NA,No,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,results,1,NA,Sample size of the population of interest in the non IPD treatment arm,NA,NA,30,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,results,1,NA,"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC",NA,NA,63.2,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,results,1,NA,Reporting of a weights' distribution evaluation (MAIC),NA,NA,Not mentioned,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,results,1,NA,Reporting of the list of the covariates adjusted for/matched on,NA,NA,Yes,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,results,1,NA,Number of covariates adjusted for/matched on,NA,NA,3,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,results,1,NA,Covariates adjusted for/matched on in the indirect comparison,NA,NA,"Age, Race/ethnicity, Past treatments for the disease of interest",TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,results,1,NA,Primary outcome: treatment effect contrast,NA,NA,Means difference,TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,results,1,NA,Direction of the treatment effect contrast: IPD treatment is:,NA,NA,"Numerator if ratio, or left side if difference",TRUE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,results,1,NA,Primary outcome: unadjusted treatment effect,3.8,NA,3.8,FALSE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,results,1,NA,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",[1.86;5.74],NA,[1.86;5.74],FALSE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,results,1,NA,Primary outcome: adjusted treatment effect,13.9,-13.9,13.9,FALSE,NA,NA,NA
10.1007/s40263-019-00672-w,31642037,results,1,NA,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",[9.84;17.10],[-15.5;-12.3],[9.84;17.10],FALSE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,general_information,NA,NA,Medical Condition of Interest Name,transplant ineligible multiple myeloma,multiple myeloma,XXXX,FALSE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,general_information,NA,NA,Countries of first author affiliations,NA,NA,spain,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,general_information,NA,NA,Countries of last author affiliations,NA,NA,usa,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,general_information,NA,NA,"Positions of study investigators (for any authors of the article, any that applies)",NA,NA,"Academic, Pharmaceutical Industry, Private Data Analysis Company",TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,general_information,NA,NA,"At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company",NA,NA,Yes,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,general_information,NA,NA,Mentioned sources of funding,NA,NA,Pharmaceutical Industry,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,general_information,NA,NA,"Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article",NA,NA,Yes,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,general_information,NA,NA,Mention of a systematic review to find the studies to compare treatments of interest,NA,NA,Yes,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,study_information,NA,1,Patient-level data used,NA,NA,Yes,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,study_information,NA,1,Clinical Trial,NA,NA,Yes,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,study_information,NA,1,NCT (only for clinical trial registered on clinicaltrials.gov),NA,NA,NCT00111319,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,study_information,NA,1,Country where the clinical trial/observational study was conducted (international if more than one),NA,NA,usa,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,study_information,NA,1,Phase of the clinical trial (clinical trial only),NA,NA,3,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,study_information,NA,1,Number of treatment arms (clinical trial only),NA,NA,2 or more,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,study_information,NA,2,Patient-level data used,NA,NA,No,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,study_information,NA,2,Clinical Trial,NA,NA,Yes,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,study_information,NA,2,NCT (only for clinical trial registered on clinicaltrials.gov),NA,NA,NCT02195479,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,study_information,NA,2,Country where the clinical trial/observational study was conducted (international if more than one),NA,NA,international,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,study_information,NA,2,Phase of the clinical trial (clinical trial only),NA,NA,3,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,study_information,NA,2,Number of treatment arms (clinical trial only),NA,NA,2 or more,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,study_information,NA,3,Patient-level data used,NA,NA,No,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,study_information,NA,3,Clinical Trial,NA,NA,Yes,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,study_information,NA,3,NCT (only for clinical trial registered on clinicaltrials.gov),NA,NA,NCT01063179,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,study_information,NA,3,Country where the clinical trial/observational study was conducted (international if more than one),NA,NA,italy,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,study_information,NA,3,Phase of the clinical trial (clinical trial only),NA,NA,3,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,study_information,NA,3,Number of treatment arms (clinical trial only),NA,NA,2 or more,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,methodology,1,NA,Treatment name 1,bortezomib-melphalan-prednisone,vmp (bortezomib/melphalan/prednisone),vmp (bortezomib/melphalan/prednisone),FALSE,Has access to IPD for some of the NONIPD studies,"""these variables were reported and extracted from a previous study""

MAIC's weights distribution  : Min, Max, Meand, median, Q1, Q3
Clairance cr�at = comorbidit�
",NA
10.1080/10428194.2019.1675881,31686561,methodology,1,NA,Study 'number(s)' for treatment 1,NA,NA,1,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,methodology,1,NA,Treatment name 2,modified bortezomib-melphalan-prednisone schedules,modified vmp schedule,modified vmp schedule,FALSE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,methodology,1,NA,Study 'number(s)' for treatment 2,NA,NA,2;3,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,methodology,1,NA,Type of population-adjusted indirect comparisons performed,NA,NA,MAIC,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,methodology,1,NA,Anchored comparison?,NA,NA,No,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,methodology,1,NA,Form of the indirect comparison,NA,NA,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)",TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,methodology,1,NA,Definition of a single primary outcome for the indirect comparison,NA,NA,"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,methodology,1,NA,Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined),progression free survival,progression-free survival,progression-free survival,FALSE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,methodology,1,NA,Primary outcome: variable type,NA,NA,Time-to-event,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,methodology,1,NA,Justification for selecting variables to be included in the adjustment model (in the main text),NA,NA,Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose),TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,methodology,1,NA,Inclusion of prognostic factors in the adjustment/matching model,NA,NA,Yes,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,methodology,1,NA,Inclusion of treatment-effect modifiers in the adjustment/matching model,NA,NA,Yes,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,methodology,1,NA,"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)",NA,NA,No,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,methodology,1,NA,Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale),NA,NA,No,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,results,1,NA,Sample size of the population of interest in the non IPD treatment arm,NA,NA,547,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,results,1,NA,Initial sample size of the population of interest in the IPD treatment arm,NA,NA,344,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,results,1,NA,"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC",NA,NA,114,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,results,1,NA,Reporting of a weights' distribution evaluation (MAIC),Not mentioned,"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials","Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials",FALSE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,results,1,NA,Reporting of the list of the covariates adjusted for/matched on,NA,NA,Yes,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,results,1,NA,Number of covariates adjusted for/matched on,NA,NA,8,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,results,1,NA,Covariates adjusted for/matched on in the indirect comparison,NA,NA,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Comorbidities and medical history (beside pathology/disease of interest in the comparison)",TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,results,1,NA,Primary outcome: treatment effect contrast,NA,NA,HR,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,results,1,NA,Direction of the treatment effect contrast: IPD treatment is:,"Numerator if ratio, or left side if difference","Denominator if ratio, or rightside if difference","Numerator if ratio, or left side if difference",FALSE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,results,1,NA,Primary outcome: unadjusted treatment effect,NA,NA,0.911,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,results,1,NA,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",NA,NA,0.326,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,results,1,NA,Primary outcome: adjusted treatment effect,NA,NA,0.991,TRUE,NA,NA,NA
10.1080/10428194.2019.1675881,31686561,results,1,NA,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",NA,NA,0.935,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,general_information,NA,NA,Medical Condition of Interest Name,NA,NA,relapsed/refractory mantle cell lymphoma,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,general_information,NA,NA,Countries of first author affiliations,NA,NA,usa,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,general_information,NA,NA,Countries of last author affiliations,NA,NA,usa,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,general_information,NA,NA,"Positions of study investigators (for any authors of the article, any that applies)",NA,NA,"Pharmaceutical Industry, Private Data Analysis Company",TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,general_information,NA,NA,"At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company",NA,NA,Yes,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,general_information,NA,NA,Mentioned sources of funding,NA,NA,Pharmaceutical Industry,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,general_information,NA,NA,"Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article",NA,NA,Yes,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,general_information,NA,NA,Mention of a systematic review to find the studies to compare treatments of interest,NA,NA,Yes,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,1,Patient-level data used,NA,NA,Yes,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,1,Clinical Trial,NA,NA,Yes,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,1,NCT (only for clinical trial registered on clinicaltrials.gov),NA,NA,NCT02213926,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,1,Country where the clinical trial/observational study was conducted (international if more than one),NA,NA,international,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,1,Phase of the clinical trial (clinical trial only),NA,NA,2,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,1,Number of treatment arms (clinical trial only),NA,NA,1,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,10,Patient-level data used,NA,NA,No,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,10,Clinical Trial,NA,NA,Yes,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,10,NCT (only for clinical trial registered on clinicaltrials.gov),NA,NA,NCT01880567,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,10,Country where the clinical trial/observational study was conducted (international if more than one),NA,NA,usa,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,10,Phase of the clinical trial (clinical trial only),NA,NA,2,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,10,Number of treatment arms (clinical trial only),NA,NA,1,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,11,Patient-level data used,NA,NA,No,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,11,Clinical Trial,NA,NA,Yes,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,11,Data source name (only if observational study or clinical trial without NCT),NA,NA,czuczman 2015,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,11,Phase of the clinical trial (clinical trial only),NA,NA,2,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,11,Number of treatment arms (clinical trial only),NA,NA,1,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,11,Country where the clinical trial/observational study was conducted (international if more than one),unknown,NA,XXXX,FALSE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,12,Patient-level data used,NA,NA,No,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,12,Clinical Trial,NA,NA,Yes,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,12,NCT (only for clinical trial registered on clinicaltrials.gov),NA,NA,NCT00294632,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,12,Country where the clinical trial/observational study was conducted (international if more than one),NA,NA,usa,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,12,Phase of the clinical trial (clinical trial only),NA,NA,"1, 2",TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,12,Number of treatment arms (clinical trial only),NA,NA,1,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,2,Patient-level data used,NA,NA,No,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,2,Clinical Trial,NA,NA,Yes,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,2,NCT (only for clinical trial registered on clinicaltrials.gov),NA,NA,NCT01646021,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,2,Country where the clinical trial/observational study was conducted (international if more than one),NA,NA,international,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,2,Phase of the clinical trial (clinical trial only),NA,NA,3,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,2,Number of treatment arms (clinical trial only),NA,NA,2 or more,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,3,Patient-level data used,NA,NA,No,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,3,Clinical Trial,NA,NA,Yes,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,3,NCT (only for clinical trial registered on clinicaltrials.gov),NA,NA,NCT01236391,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,3,Country where the clinical trial/observational study was conducted (international if more than one),NA,NA,international,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,3,Phase of the clinical trial (clinical trial only),NA,NA,2,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,3,Number of treatment arms (clinical trial only),NA,NA,1,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,4,Patient-level data used,NA,NA,No,TRUE,NA,NA,NA
10.1016/j.clinthera.2019.09.012,31699438,study_information,NA,4,Clinical Trial,NA,NA,Yes,TRUE,NA,NA,NA
